SampleID_Tara	BioSample	Chlorophyll Sensor	Minimum Depth	Maximum Depth	Description	ENA checklist	Environment (Biome)	Environment (Feature)	Environment (Material)	Environmental Package	Event Date/Time End	Event Date/Time Start	Event Label	INSDC center alias	INSDC center name	INSDC first public	INSDC last update	INSDC status	Last Update Date	Latitude End	Latitude Start	Longitude End	Longitude Start	Marine Region	Nitrate Sensor	Oxygen Sensor	Project Name	Protocol Label	SRA accession	Salinity Sensor	Sample Collection Device	Sample Name	Sampling Campaign	Sampling Platform	Sampling Station	Size Fraction Lower Threshold	Size Fraction Upper Threshold	Temperature	Title
TARA_B100000609	SAMEA2622901	0.288205	5	5	"This sample (TARA_B100000609) was collected during the Tara Oceans expedition (2009-2013) at station TARA_128 (latitudeN=0.0003, longitudeE=-153.6759) on date/time=2011-09-04T18:00, using a PUMP (High Volume Peristaltic Pump). The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 3-7 m, targeting a surface water layer (ENVO:00002042) in the marine biome (ENVO:00000447). The sample was size-fractionated (0.22-3 micrometres), and stored in liquid nitrogen for later detection of prokaryote nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis. This sample has replicate sample(s): TARA_B100000610."	ERC000030	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	2011-09-04T19:36	2011-09-04T18:00	TARA_20110904T1800Z_128_EVENT_PUMP	GSC	Genoscope	2014-09-12T17:03:38Z	2015-11-04T11:49:07Z	public	2014-05-01Z	0.0095	0.0003	-153.7143	-153.6759	(search radius=5 degrees) Marine Ecoregion:Line Islands (MRGID:21839)	2.467162	179.86	Tara Oceans expedition (2009-2013)	BACT_NUC-DNA(100L)_W0.22-3	ERS493044	35.100467	PUMP (High Volume Peristaltic Pump)	ERS493044	TARA_20110826Z	SV Tara	TARA_128	0.22	3	26.074467	TARA_20110904T1800Z_128_EVENT_PUMP_P_S_(5 m)_BACT_NUC-DNA(100L)_W0.22-3_TARA_B100000609
TARA_B100001123	SAMEA2622837	0.020173	140	140	"This sample (TARA_B100001123) was collected during the Tara Oceans expedition (2009-2013) at station TARA_125 (latitudeN=-8.8999, longitudeE=-142.5461) on date/time=2011-08-09T17:05:33, using a ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles. The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 140-140 m, targeting a marine epipelagic mixed layer (ENVO:xxxxxxxxx) in the marine biome (ENVO:00000447). The sample was size-fractionated (0.22-3 micrometres), preserved on board with RNA-Later, and stored in liquid nitrogen for later detection of prokaryote nucleic acid sequences by pyrosequencing methods, and for later metagenomics/transcriptomics analysis. This sample has replicate sample(s): TARA_B100001124."	ERC000030	marine biome (ENVO:00000447)	marine epipelagic mixed layer (ENVO:xxxxxxxxx)	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	2011-08-09T21:37	2011-08-09T17:05:33	TARA_20110809T1708Z_125_Combined-EVENTS_CAST	GSC	Genoscope	2014-09-12T17:03:38Z	2015-11-04T11:49:03Z	public	2014-05-01Z	-8.9103	-8.8999	-142.5767	-142.5461	"(search radius=5 degrees) Marine Province:Marquesas (MRGID:21741), Marine Ecoregion:Marquesas (MRGID:21741)"	3.67243	160.4895	Tara Oceans expedition (2009-2013)	BACT_NUC-RNA(10L-or-10min)_W0.22-3	ERS492926	36.272675	ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles	ERS492926	TARA_20110726Z	SV Tara	TARA_125	0.22	3	23.706525	TARA_20110809T1708Z_125_Combined-EVENTS_CAST_MB_X_(140 m)_BACT_NUC-RNA(10L-or-10min)_W0.22-3_TARA_B100001123
TARA_B100001121	SAMEA2622817	0.233673	5	5	"This sample (TARA_B100001121) was collected during the Tara Oceans expedition (2009-2013) at station TARA_125 (latitudeN=-8.9111, longitudeE=-142.5571) on date/time=2011-08-08T17:33, using a PUMP (High Volume Peristaltic Pump). The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 3-7 m, targeting a surface water layer (ENVO:00002042) in the marine biome (ENVO:00000447). The sample was size-fractionated (0.22-3 micrometres), preserved on board with RNA-Later, and stored in liquid nitrogen for later detection of prokaryote nucleic acid sequences by pyrosequencing methods, and for later metagenomics/transcriptomics analysis. This sample has replicate sample(s): TARA_B100001122."	ERC000030	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	2011-08-08T19:54	2011-08-08T17:33	TARA_20110808T1733Z_125_EVENT_PUMP	GSC	Genoscope	2014-09-12T17:03:38Z	2015-11-04T11:48:51Z	public	2014-05-01Z	-8.895	-8.9111	-142.6228	-142.5571	"(search radius=5 degrees) Marine Province:Marquesas (MRGID:21741), Marine Ecoregion:Marquesas (MRGID:21741)"	4.985942	187.302833	Tara Oceans expedition (2009-2013)	BACT_NUC-RNA(10L-or-10min)_W0.22-3	ERS492888	35.427733	PUMP (High Volume Peristaltic Pump)	ERS492888	TARA_20110726Z	SV Tara	TARA_125	0.22	3	26.780158	TARA_20110808T1733Z_125_EVENT_PUMP_P_S_(5 m)_BACT_NUC-RNA(10L-or-10min)_W0.22-3_TARA_B100001121
TARA_B100000676	SAMEA2622796	0.127609	120	120	"This sample (TARA_B100000676) was collected during the Tara Oceans expedition (2009-2013) at station TARA_124 (latitudeN=-9.0714, longitudeE=-140.5973) on date/time=2011-08-05T17:31:19, using a ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles. The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 120-120 m, targeting a marine epipelagic mixed layer (ENVO:xxxxxxxxx) in the marine biome (ENVO:00000447). The sample was size-fractionated (0.22-3 micrometres), preserved on board with RNA-Later, and stored in liquid nitrogen for later detection of prokaryote nucleic acid sequences by pyrosequencing methods, and for later metagenomics/transcriptomics analysis. This sample has replicate sample(s): TARA_B100000662."	ERC000030	marine biome (ENVO:00000447)	marine epipelagic mixed layer (ENVO:xxxxxxxxx)	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	2011-08-05T22:18	2011-08-05T17:31:19	TARA_20110805T1733Z_124_Combined-EVENTS_CAST	GSC	Genoscope	2014-09-12T17:03:38Z	2015-11-04T11:49:03Z	public	2014-05-01Z	-9.067	-9.0714	-140.6346	-140.5973	"(search radius=5 degrees) Marine Province:Marquesas (MRGID:21741), Marine Ecoregion:Marquesas (MRGID:21741)"	4.458677	175.895625	Tara Oceans expedition (2009-2013)	BACT_NUC-RNA(10L-or-10min)_W0.22-3	ERS492863	35.797875	ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles	ERS492863	TARA_20110726Z	SV Tara	TARA_124	0.22	3	25.221787	TARA_20110805T1733Z_124_Combined-EVENTS_CAST_MB_X_(120 m)_BACT_NUC-RNA(10L-or-10min)_W0.22-3_TARA_B100000676
TARA_B100000674	SAMEA2622759	0.286662	5	5	"This sample (TARA_B100000674) was collected during the Tara Oceans expedition (2009-2013) at station TARA_124 (latitudeN=-9.1504, longitudeE=-140.5216) on date/time=2011-08-04T18:33, using a PUMP (High Volume Peristaltic Pump). The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 3-7 m, targeting a surface water layer (ENVO:00002042) in the marine biome (ENVO:00000447). The sample was size-fractionated (0.22-3 micrometres), preserved on board with RNA-Later, and stored in liquid nitrogen for later detection of prokaryote nucleic acid sequences by pyrosequencing methods, and for later metagenomics/transcriptomics analysis. This sample has replicate sample(s): TARA_B100000675."	ERC000030	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	2011-08-04T22:00	2011-08-04T18:33	TARA_20110804T1833Z_124_EVENT_PUMP	GSC	Genoscope	2014-09-12T17:03:38Z	2015-11-04T11:49:04Z	public	2014-05-01Z	-9.1552	-9.1504	-140.5284	-140.5216	"(search radius=5 degrees) Marine Province:Marquesas (MRGID:21741), Marine Ecoregion:Marquesas (MRGID:21741)"	5.111856	190.724	Tara Oceans expedition (2009-2013)	BACT_NUC-RNA(10L-or-10min)_W0.22-3	ERS492814	35.396729	PUMP (High Volume Peristaltic Pump)	ERS492814	TARA_20110726Z	SV Tara	TARA_124	0.22	3	26.518986	TARA_20110804T1833Z_124_EVENT_PUMP_P_S_(5 m)_BACT_NUC-RNA(10L-or-10min)_W0.22-3_TARA_B100000674
TARA_B100000686	SAMEA2622733	0.051638	150	150	"This sample (TARA_B100000686) was collected during the Tara Oceans expedition (2009-2013) at station TARA_123 (latitudeN=-8.9109, longitudeE=-140.2845) on date/time=2011-08-01T17:52:45, using a ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles. The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 150-150 m, targeting a marine epipelagic mixed layer (ENVO:xxxxxxxxx) in the marine biome (ENVO:00000447). The sample was size-fractionated (0.22-3 micrometres), preserved on board with RNA-Later, and stored in liquid nitrogen for later detection of prokaryote nucleic acid sequences by pyrosequencing methods, and for later metagenomics/transcriptomics analysis. This sample has replicate sample(s): TARA_B100000685."	ERC000030	marine biome (ENVO:00000447)	marine epipelagic mixed layer (ENVO:xxxxxxxxx)	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	2011-08-02T00:37	2011-08-01T17:52:45	TARA_20110801T1755Z_123_Combined-EVENTS_CAST	GSC	Genoscope	2014-09-12T17:03:38Z	2015-11-04T11:48:52Z	public	2014-05-01Z	-8.896	-8.9109	-140.2861	-140.2845	"(search radius=5 degrees) Marine Province:Marquesas (MRGID:21741), Marine Ecoregion:Marquesas (MRGID:21741)"	5.023264	161.3185	Tara Oceans expedition (2009-2013)	BACT_NUC-RNA(10L-or-10min)_W0.22-3	ERS492778	35.88072	ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles	ERS492778	TARA_20110726Z	SV Tara	TARA_123	0.22	3	22.1151	TARA_20110801T1755Z_123_Combined-EVENTS_CAST_MB_X_(150 m)_BACT_NUC-RNA(10L-or-10min)_W0.22-3_TARA_B100000686
TARA_B100000683	SAMEA2622710	0.319103	5	5	"This sample (TARA_B100000683) was collected during the Tara Oceans expedition (2009-2013) at station TARA_123 (latitudeN=-8.9068, longitudeE=-140.283) on date/time=2011-07-31T17:20, using a PUMP (High Volume Peristaltic Pump). The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 3-7 m, targeting a surface water layer (ENVO:00002042) in the marine biome (ENVO:00000447). The sample was size-fractionated (0.22-3 micrometres), preserved on board with RNA-Later, and stored in liquid nitrogen for later detection of prokaryote nucleic acid sequences by pyrosequencing methods, and for later metagenomics/transcriptomics analysis. This sample has replicate sample(s): TARA_B100000684."	ERC000030	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	2011-07-31T19:33	2011-07-31T17:20	TARA_20110731T1720Z_123_EVENT_PUMP	GSC	Genoscope	2014-09-12T17:03:38Z	2015-11-04T11:48:55Z	public	2014-05-01Z	-8.8951	-8.9068	-140.3174	-140.283	"(search radius=5 degrees) Marine Province:Marquesas (MRGID:21741), Marine Ecoregion:Marquesas (MRGID:21741)"	3.868407	189.758333	Tara Oceans expedition (2009-2013)	BACT_NUC-RNA(10L-or-10min)_W0.22-3	ERS492733	35.359483	PUMP (High Volume Peristaltic Pump)	ERS492733	TARA_20110726Z	SV Tara	TARA_123	0.22	3	26.576175	TARA_20110731T1720Z_123_EVENT_PUMP_P_S_(5 m)_BACT_NUC-RNA(10L-or-10min)_W0.22-3_TARA_B100000683
TARA_B100000700	SAMEA2622690	0.295808	115	115	"This sample (TARA_B100000700) was collected during the Tara Oceans expedition (2009-2013) at station TARA_122 (latitudeN=-9.0063, longitudeE=-139.1394) on date/time=2011-07-28T17:15:56, using a ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles. The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 115-115 m, targeting a deep chlorophyll maximum layer (ENVO:xxxxxxxx) in the marine biome (ENVO:00000447). The sample was size-fractionated (0.22-3 micrometres), preserved on board with RNA-Later, and stored in liquid nitrogen for later detection of prokaryote nucleic acid sequences by pyrosequencing methods, and for later metagenomics/transcriptomics analysis. This sample has replicate sample(s): TARA_B100000701."	ERC000030	marine biome (ENVO:00000447)	deep chlorophyll maximum layer (ENVO:xxxxxxxx)	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	2011-07-28T20:03	2011-07-28T17:15:56	TARA_20110728T1718Z_122_Combined-EVENTS_CAST	GSC	Genoscope	2014-09-12T17:03:38Z	2015-11-04T11:48:58Z	public	2014-05-01Z	-8.9632	-9.0063	-139.2276	-139.1394	"(search radius=5 degrees) Marine Province:Marquesas (MRGID:21741), Marine Ecoregion:Marquesas (MRGID:21741)"	2.333576	179.916875	Tara Oceans expedition (2009-2013)	BACT_NUC-RNA(10L-or-10min)_W0.22-3	ERS492699	36.097575	ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles	ERS492699	TARA_20110726Z	SV Tara	TARA_122	0.22	3	24.69625	TARA_20110728T1718Z_122_Combined-EVENTS_CAST_MB_D_(115 m)_BACT_NUC-RNA(10L-or-10min)_W0.22-3_TARA_B100000700
TARA_B100000678	SAMEA2622673	0	600	600	"This sample (TARA_B100000678) was collected during the Tara Oceans expedition (2009-2013) at station TARA_122 (latitudeN=-8.9729, longitudeE=-139.2393) on date/time=2011-07-27T19:28:43, using a ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles. The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 600-600 m, targeting a mesopelagic zone (ENVO:00000213) in the marine biome (ENVO:00000447). The sample was size-fractionated (0.22-3 micrometres), preserved on board with RNA-Later, and stored in liquid nitrogen for later detection of prokaryote nucleic acid sequences by pyrosequencing methods, and for later metagenomics/transcriptomics analysis. This sample has replicate sample(s): TARA_B100000677."	ERC000030	marine biome (ENVO:00000447)	mesopelagic zone (ENVO:00000213)	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	2011-07-28T03:26	2011-07-27T19:28:43	TARA_20110727T1932Z_122_Combined-EVENTS_CAST	GSC	Genoscope	2014-09-12T17:03:38Z	2015-11-04T11:48:52Z	public	2014-05-01Z	-8.978	-8.9729	-139.2432	-139.2393	"(search radius=5 degrees) Marine Province:Marquesas (MRGID:21741), Marine Ecoregion:Marquesas (MRGID:21741)"	42.53205	38.115125	Tara Oceans expedition (2009-2013)	BACT_NUC-RNA(10L-or-10min)_W0.22-3	ERS492680	34.580675	ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles	ERS492680	TARA_20110726Z	SV Tara	TARA_122	0.22	3	7.212238	TARA_20110727T1932Z_122_Combined-EVENTS_CAST_MB_M_(600 m)_BACT_NUC-RNA(10L-or-10min)_W0.22-3_TARA_B100000678
TARA_B100001115	SAMEA2622652	0.166512	5	5	"This sample (TARA_B100001115) was collected during the Tara Oceans expedition (2009-2013) at station TARA_122 (latitudeN=-8.9971, longitudeE=-139.1963) on date/time=2011-07-26T17:10, using a PUMP (High Volume Peristaltic Pump). The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 3-7 m, targeting a surface water layer (ENVO:00002042) in the marine biome (ENVO:00000447). The sample was size-fractionated (0.22-3 micrometres), preserved on board with RNA-Later, and stored in liquid nitrogen for later detection of prokaryote nucleic acid sequences by pyrosequencing methods, and for later metagenomics/transcriptomics analysis. This sample has replicate sample(s): TARA_B100001116."	ERC000030	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	2011-07-26T19:41	2011-07-26T17:10	TARA_20110726T1710Z_122_EVENT_PUMP	GSC	Genoscope	2014-09-12T17:03:38Z	2015-11-04T11:48:52Z	public	2014-05-01Z	-8.9721	-8.9971	-139.2742	-139.1963	"(search radius=5 degrees) Marine Province:Marquesas (MRGID:21741), Marine Ecoregion:Marquesas (MRGID:21741)"	3.986359	186.2407	Tara Oceans expedition (2009-2013)	BACT_NUC-RNA(10L-or-10min)_W0.22-3	ERS492642	35.3662	PUMP (High Volume Peristaltic Pump)	ERS492642	TARA_20110726Z	SV Tara	TARA_122	0.22	3	26.54413	TARA_20110726T1710Z_122_EVENT_PUMP_P_S_(5 m)_BACT_NUC-RNA(10L-or-10min)_W0.22-3_TARA_B100001115
TARA_B100000949	SAMEA2622568	0	696	696	"This sample (TARA_B100000949) was collected during the Tara Oceans expedition (2009-2013) at station TARA_112 (latitudeN=-23.2232, longitudeE=-129.5986) on date/time=2011-06-15T18:43:16, using a ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles. The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 691-700 m, targeting a mesopelagic zone (ENVO:00000213) in the marine biome (ENVO:00000447). The sample was size-fractionated (0.22-3 micrometres), and stored in liquid nitrogen for later detection of prokaryote nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis. This sample has replicate sample(s): TARA_B100000950."	ERC000030	marine biome (ENVO:00000447)	mesopelagic zone (ENVO:00000213)	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	2011-06-16T02:45	2011-06-15T18:43:16	TARA_20110615T1845Z_112_Combined-EVENTS_CAST	GSC	Genoscope	2014-09-12T17:03:38Z	2015-11-04T11:48:49Z	public	2014-05-01Z	-23.1719	-23.2232	-129.6713	-129.5986	(search radius=5 degrees) Marine Ecoregion:Rapa-Pitcairn (MRGID:21942)	29.181849	199.248437	Tara Oceans expedition (2009-2013)	BACT_NUC-DNA(100L)_W0.22-3	ERS492471	34.305001	ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles	ERS492471	TARA_20110520Z	SV Tara	TARA_112	0.22	3	5.791448	TARA_20110615T1845Z_112_Combined-EVENTS_CAST_MB_M_(696 m)_BACT_NUC-DNA(100L)_W0.22-3_TARA_B100000949
TARA_B100000945	SAMEA2622545	0.222552	155	155	"This sample (TARA_B100000945) was collected during the Tara Oceans expedition (2009-2013) at station TARA_112 (latitudeN=-23.2189, longitudeE=-129.4997) on date/time=2011-06-15T00:55:48, using a ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles. The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 151-160 m, targeting a deep chlorophyll maximum layer (ENVO:xxxxxxxx) in the marine biome (ENVO:00000447). The sample was size-fractionated (0.22-3 micrometres), and stored in liquid nitrogen for later detection of prokaryote nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis. This sample has replicate sample(s): TARA_B100000946."	ERC000030	marine biome (ENVO:00000447)	deep chlorophyll maximum layer (ENVO:xxxxxxxx)	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	2011-06-15T04:50	2011-06-15T00:55:48	TARA_20110615T0059Z_112_Combined-EVENTS_CAST	GSC	Genoscope	2014-09-12T17:03:38Z	2015-11-04T11:49:11Z	public	2014-05-01Z	-23.1569	-23.2189	-129.5943	-129.4997	(search radius=5 degrees) Marine Ecoregion:Rapa-Pitcairn (MRGID:21942)	0.476585	207.089325	Tara Oceans expedition (2009-2013)	BACT_NUC-DNA(100L)_W0.22-3	ERS492445	35.939945	ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles	ERS492445	TARA_20110520Z	SV Tara	TARA_112	0.22	3	22.261435	TARA_20110615T0059Z_112_Combined-EVENTS_CAST_MB_D_(155 m)_BACT_NUC-DNA(100L)_W0.22-3_TARA_B100000945
TARA_B100000941	SAMEA2622518	0.04895	5	5	"This sample (TARA_B100000941) was collected during the Tara Oceans expedition (2009-2013) at station TARA_112 (latitudeN=-23.2811, longitudeE=-129.3947) on date/time=2011-06-14T16:45, using a PUMP (High Volume Peristaltic Pump). The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 3-7 m, targeting a surface water layer (ENVO:00002042) in the marine biome (ENVO:00000447). The sample was size-fractionated (0.22-3 micrometres), and stored in liquid nitrogen for later detection of prokaryote nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis. This sample has replicate sample(s): TARA_B100000942."	ERC000030	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	2011-06-14T20:05	2011-06-14T16:45	TARA_20110614T1645Z_112_EVENT_PUMP	GSC	Genoscope	2014-09-12T17:03:38Z	2015-11-04T11:48:59Z	public	2014-05-01Z	-23.24	-23.2811	-129.4851	-129.3947	(search radius=5 degrees) Marine Ecoregion:Rapa-Pitcairn (MRGID:21942)	-0.916543	202.174583	Tara Oceans expedition (2009-2013)	BACT_NUC-DNA(100L)_W0.22-3	ERS492408	36.453917	PUMP (High Volume Peristaltic Pump)	ERS492408	TARA_20110520Z	SV Tara	TARA_112	0.22	3	24.237467	TARA_20110614T1645Z_112_EVENT_PUMP_P_S_(5 m)_BACT_NUC-DNA(100L)_W0.22-3_TARA_B100000941
TARA_B100000586	SAMEA2622499	0	350	350	"This sample (TARA_B100000586) was collected during the Tara Oceans expedition (2009-2013) at station TARA_111 (latitudeN=-16.9486, longitudeE=-100.6715) on date/time=2011-06-01T16:00:59, using a ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles. The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 346-355 m, targeting a mesopelagic zone (ENVO:00000213) in the marine biome (ENVO:00000447). The sample was size-fractionated (0.22-3 micrometres), and stored in liquid nitrogen for later detection of prokaryote nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis. This sample has replicate sample(s): TARA_B100000585."	ERC000030	marine biome (ENVO:00000447)	mesopelagic zone (ENVO:00000213)	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	2011-06-01T21:46	2011-06-01T16:00:59	TARA_20110601T1603Z_111_Combined-EVENTS_CAST	GSC	Genoscope	2014-09-12T17:03:38Z	2015-11-04T11:48:50Z	public	2014-05-01Z	-16.9727	-16.9486	-100.6633	-100.6715		30.409013	3.171063	Tara Oceans expedition (2009-2013)	BACT_NUC-DNA(100L)_W0.22-3	ERS492381	34.698369	ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles	ERS492381	TARA_20110520Z	SV Tara	TARA_111	0.22	3	10.893125	TARA_20110601T1603Z_111_Combined-EVENTS_CAST_MB_M_(350 m)_BACT_NUC-DNA(100L)_W0.22-3_TARA_B100000586
TARA_B100000579	SAMEA2622478	0.378549	90	90	"This sample (TARA_B100000579) was collected during the Tara Oceans expedition (2009-2013) at station TARA_111 (latitudeN=-16.9587, longitudeE=-100.6751) on date/time=2011-05-31T20:28:10, using a ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles. The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 86-95 m, targeting a deep chlorophyll maximum layer (ENVO:xxxxxxxx) in the marine biome (ENVO:00000447). The sample was size-fractionated (0.22-3 micrometres), preserved on board with RNA-Later, and stored in liquid nitrogen for later detection of prokaryote nucleic acid sequences by pyrosequencing methods, and for later metagenomics/transcriptomics analysis. This sample has replicate sample(s): TARA_B100000580."	ERC000030	marine biome (ENVO:00000447)	deep chlorophyll maximum layer (ENVO:xxxxxxxx)	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	2011-05-31T23:10	2011-05-31T20:28:10	TARA_20110531T2030Z_111_Combined-EVENTS_CAST	GSC	Genoscope	2014-09-12T17:03:38Z	2015-11-04T11:49:08Z	public	2014-05-01Z	-16.9687	-16.9587	-100.7324	-100.6751		1.411516	211.54555	Tara Oceans expedition (2009-2013)	BACT_NUC-RNA(10L-or-10min)_W0.22-3	ERS492357	35.687249	ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles	ERS492357	TARA_20110520Z	SV Tara	TARA_111	0.22	3	19.881449	TARA_20110531T2030Z_111_Combined-EVENTS_CAST_MB_D_(90 m)_BACT_NUC-RNA(10L-or-10min)_W0.22-3_TARA_B100000579
TARA_B100000575	SAMEA2622452	0.203347	5	5	"This sample (TARA_B100000575) was collected during the Tara Oceans expedition (2009-2013) at station TARA_111 (latitudeN=-16.9601, longitudeE=-100.6335) on date/time=2011-05-31T14:25, using a PUMP (High Volume Peristaltic Pump). The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 3-7 m, targeting a surface water layer (ENVO:00002042) in the marine biome (ENVO:00000447). The sample was size-fractionated (0.22-3 micrometres), preserved on board with RNA-Later, and stored in liquid nitrogen for later detection of prokaryote nucleic acid sequences by pyrosequencing methods, and for later metagenomics/transcriptomics analysis. This sample has replicate sample(s): TARA_B100000576."	ERC000030	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	2011-05-31T16:50	2011-05-31T14:25	TARA_20110531T1425Z_111_EVENT_PUMP	GSC	Genoscope	2014-09-12T17:03:38Z	2015-11-04T11:48:56Z	public	2014-05-01Z	-16.9554	-16.9601	-100.6925	-100.6335		2.568726	208.8654	Tara Oceans expedition (2009-2013)	BACT_NUC-RNA(10L-or-10min)_W0.22-3	ERS492321	35.97144	PUMP (High Volume Peristaltic Pump)	ERS492321	TARA_20110520Z	SV Tara	TARA_111	0.22	3	22.76873	TARA_20110531T1425Z_111_EVENT_PUMP_P_S_(5 m)_BACT_NUC-RNA(10L-or-10min)_W0.22-3_TARA_B100000575
TARA_B100001079	SAMEA2622429	0	380	380	"This sample (TARA_B100001079) was collected during the Tara Oceans expedition (2009-2013) at station TARA_110 (latitudeN=-1.8902, longitudeE=-84.6141) on date/time=2011-05-22T13:20, using a ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles. The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 376-385 m, targeting a mesopelagic zone (ENVO:00000213) in the marine biome (ENVO:00000447). The sample was size-fractionated (0.22-3 micrometres), and stored in liquid nitrogen for later detection of prokaryote nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis. This sample has replicate sample(s): TARA_B100001078."	ERC000030	marine biome (ENVO:00000447)	mesopelagic zone (ENVO:00000213)	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	2011-05-22T20:46	2011-05-22T13:20	TARA_20110522T1320Z_110_Combined-EVENTS_CAST	GSC	Genoscope	2014-09-12T17:03:38Z	2015-11-04T11:48:49Z	public	2014-05-01Z	-1.8191	-1.8902	-84.6284	-84.6141	"(search radius=5 degrees) Marine Ecoregion:Eastern Galapagos Islands (MRGID:21870), Marine Ecoregion:Guayaquil (MRGID:21974)"	34.644911	1.27395	Tara Oceans expedition (2009-2013)	BACT_NUC-DNA(100L)_W0.22-3	ERS492294	34.755346	ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles	ERS492294	TARA_20110520Z	SV Tara	TARA_110	0.22	3	10.2584	TARA_20110522T1320Z_110_Combined-EVENTS_CAST_MB_M_(380 m)_BACT_NUC-DNA(100L)_W0.22-3_TARA_B100001079
