SamplingEvent_ID	BioSample	SRA	Sample name	bottle_id	collection_date	cruise_id	cruise_station	depth	env_biome	purl_biome	env_feature	purl_feature	env_material	purl_material	geo_loc_name	geotraces_section	lat	lon
	SAMN07136962	SRS2329670	S0500	237930	11/15/10	D357	11	121.1	ocean_biome	http://purl.obolibrary.org/obo/ENVO_01000048	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	water	http://purl.obolibrary.org/obo/ENVO_00002006	Atlantic Ocean	GA10	-39.25553	7.72506
	SAMN07136961	SRS2329668	S0499	237932	11/15/10	D357	11	91.5	ocean_biome	http://purl.obolibrary.org/obo/ENVO_01000048	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	water	http://purl.obolibrary.org/obo/ENVO_00002006	Atlantic Ocean	GA10	-39.25553	7.72506
	SAMN07136960	SRS2329662	S0498	237933	11/15/10	D357	11	71.3	ocean_biome	http://purl.obolibrary.org/obo/ENVO_01000048	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	water	http://purl.obolibrary.org/obo/ENVO_00002006	Atlantic Ocean	GA10	-39.25553	7.72506
	SAMN07136959	SRS2329664	S0497	237934	11/15/10	D357	11	51.2	ocean_biome	http://purl.obolibrary.org/obo/ENVO_01000048	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	water	http://purl.obolibrary.org/obo/ENVO_00002006	Atlantic Ocean	GA10	-39.25553	7.72506
	SAMN07136958	SRS2329659	S0496	237936	11/15/10	D357	11	21.4	ocean_biome	http://purl.obolibrary.org/obo/ENVO_01000048	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	water	http://purl.obolibrary.org/obo/ENVO_00002006	Atlantic Ocean	GA10	-39.25553	7.72506
	SAMN07136957	SRS2329660	S0495	237937	11/15/10	D357	11	6.1	ocean_biome	http://purl.obolibrary.org/obo/ENVO_01000048	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	water	http://purl.obolibrary.org/obo/ENVO_00002006	Atlantic Ocean	GA10	-39.25553	7.72506
	SAMN07136956	SRS2329666	S0494	237880	11/12/10	D357	3 reoccupied	100.9	ocean_biome	http://purl.obolibrary.org/obo/ENVO_01000048	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	water	http://purl.obolibrary.org/obo/ENVO_00002006	Atlantic Ocean	GA10	-36.4495	13.21958
	SAMN07136955	SRS2329667	S0493	237881	11/12/10	D357	3 reoccupied	80.9	ocean_biome	http://purl.obolibrary.org/obo/ENVO_01000048	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	water	http://purl.obolibrary.org/obo/ENVO_00002006	Atlantic Ocean	GA10	-36.4495	13.21958
	SAMN07136954	SRS2329663	S0492	237882	11/12/10	D357	3 reoccupied	61.5	ocean_biome	http://purl.obolibrary.org/obo/ENVO_01000048	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	water	http://purl.obolibrary.org/obo/ENVO_00002006	Atlantic Ocean	GA10	-36.4495	13.21958
	SAMN07136953	SRS2329665	S0491	237886	11/12/10	D357	3 reoccupied	40.7	ocean_biome	http://purl.obolibrary.org/obo/ENVO_01000048	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	water	http://purl.obolibrary.org/obo/ENVO_00002006	Atlantic Ocean	GA10	-36.4495	13.21958
	SAMN07136952	SRS2329539	S0490	237887	11/12/10	D357	3 reoccupied	21.1	ocean_biome	http://purl.obolibrary.org/obo/ENVO_01000048	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	water	http://purl.obolibrary.org/obo/ENVO_00002006	Atlantic Ocean	GA10	-36.4495	13.21958
	SAMN07136951	SRS2329538	S0489	237889	11/12/10	D357	3 reoccupied	6.3	ocean_biome	http://purl.obolibrary.org/obo/ENVO_01000048	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	water	http://purl.obolibrary.org/obo/ENVO_00002006	Atlantic Ocean	GA10	-36.4495	13.21958
	SAMN07136950	SRS2329531	S0488	237826	11/10/10	D357	9	101.1	ocean_biome	http://purl.obolibrary.org/obo/ENVO_01000048	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	water	http://purl.obolibrary.org/obo/ENVO_00002006	Atlantic Ocean	GA10	-34.89531	16.07692
	SAMN07136949	SRS2329528	S0487	237829	11/10/10	D357	9	71.6	ocean_biome	http://purl.obolibrary.org/obo/ENVO_01000048	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	water	http://purl.obolibrary.org/obo/ENVO_00002006	Atlantic Ocean	GA10	-34.89531	16.07692
	SAMN07136948	SRS2329532	S0486	237830	11/10/10	D357	9	60.9	ocean_biome	http://purl.obolibrary.org/obo/ENVO_01000048	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	water	http://purl.obolibrary.org/obo/ENVO_00002006	Atlantic Ocean	GA10	-34.89531	16.07692
	SAMN07136947	SRS2329530	S0485	237837	11/10/10	D357	9	41.3	ocean_biome	http://purl.obolibrary.org/obo/ENVO_01000048	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	water	http://purl.obolibrary.org/obo/ENVO_00002006	Atlantic Ocean	GA10	-34.89531	16.07692
	SAMN07136946	SRS2329533	S0484	237839	11/10/10	D357	9	21.2	ocean_biome	http://purl.obolibrary.org/obo/ENVO_01000048	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	water	http://purl.obolibrary.org/obo/ENVO_00002006	Atlantic Ocean	GA10	-34.89531	16.07692
	SAMN07136945	SRS2329534	S0483	237841	11/10/10	D357	9	6	ocean_biome	http://purl.obolibrary.org/obo/ENVO_01000048	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	water	http://purl.obolibrary.org/obo/ENVO_00002006	Atlantic Ocean	GA10	-34.89531	16.07692
	SAMN07136944	SRS2329536	S0482	237733	10/29/10	D357	6	101.9	ocean_biome	http://purl.obolibrary.org/obo/ENVO_01000048	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	water	http://purl.obolibrary.org/obo/ENVO_00002006	Atlantic Ocean	GA10	-40.01935	0.88755
	SAMN07136943	SRS2329535	S0481	237737	10/29/10	D357	6	76.2	ocean_biome	http://purl.obolibrary.org/obo/ENVO_01000048	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	water	http://purl.obolibrary.org/obo/ENVO_00002006	Atlantic Ocean	GA10	-40.01935	0.88755
	SAMN07136942	SRS2329428	S0480	237739	10/29/10	D357	6	61.4	ocean_biome	http://purl.obolibrary.org/obo/ENVO_01000048	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	water	http://purl.obolibrary.org/obo/ENVO_00002006	Atlantic Ocean	GA10	-40.01935	0.88755
	SAMN07136941	SRS2329432	S0479	237741	10/29/10	D357	6	50.9	ocean_biome	http://purl.obolibrary.org/obo/ENVO_01000048	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	water	http://purl.obolibrary.org/obo/ENVO_00002006	Atlantic Ocean	GA10	-40.01935	0.88755
	SAMN07136940	SRS2329431	S0478	237743	10/29/10	D357	6	21.4	ocean_biome	http://purl.obolibrary.org/obo/ENVO_01000048	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	water	http://purl.obolibrary.org/obo/ENVO_00002006	Atlantic Ocean	GA10	-40.01935	0.88755
	SAMN07136939	SRS2329433	S0477	237745	10/29/10	D357	6	6	ocean_biome	http://purl.obolibrary.org/obo/ENVO_01000048	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	water	http://purl.obolibrary.org/obo/ENVO_00002006	Atlantic Ocean	GA10	-40.01935	0.88755
	SAMN07136938	SRS2329435	S0476	237533	10/27/10	D357	5	101.9	ocean_biome	http://purl.obolibrary.org/obo/ENVO_01000048	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	water	http://purl.obolibrary.org/obo/ENVO_00002006	Atlantic Ocean	GA10	-40.06269	5.52721
	SAMN07136937	SRS2329434	S0475	237535	10/27/10	D357	5	81.4	ocean_biome	http://purl.obolibrary.org/obo/ENVO_01000048	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	water	http://purl.obolibrary.org/obo/ENVO_00002006	Atlantic Ocean	GA10	-40.06269	5.52721
	SAMN07136936	SRS2329437	S0474	237537	10/27/10	D357	5	66.3	ocean_biome	http://purl.obolibrary.org/obo/ENVO_01000048	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	water	http://purl.obolibrary.org/obo/ENVO_00002006	Atlantic Ocean	GA10	-40.06269	5.52721
	SAMN07136935	SRS2329436	S0473	237538	10/27/10	D357	5	51.2	ocean_biome	http://purl.obolibrary.org/obo/ENVO_01000048	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	water	http://purl.obolibrary.org/obo/ENVO_00002006	Atlantic Ocean	GA10	-40.06269	5.52721
	SAMN07136934	SRS2329438	S0472	237545	10/27/10	D357	5	21.6	ocean_biome	http://purl.obolibrary.org/obo/ENVO_01000048	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	water	http://purl.obolibrary.org/obo/ENVO_00002006	Atlantic Ocean	GA10	-40.06269	5.52721
	SAMN07136933	SRS2329439	S0471	237547	10/27/10	D357	5	6.3	ocean_biome	http://purl.obolibrary.org/obo/ENVO_01000048	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	water	http://purl.obolibrary.org/obo/ENVO_00002006	Atlantic Ocean	GA10	-40.06269	5.52721
	SAMN07136932	SRS2329784	S0470	237491	10/26/10	D357	4	101.9	ocean_biome	http://purl.obolibrary.org/obo/ENVO_01000048	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	water	http://purl.obolibrary.org/obo/ENVO_00002006	Atlantic Ocean	GA10	-38.42539	10.08884
	SAMN07136931	SRS2329783	S0469	237494	10/26/10	D357	4	62	ocean_biome	http://purl.obolibrary.org/obo/ENVO_01000048	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	water	http://purl.obolibrary.org/obo/ENVO_00002006	Atlantic Ocean	GA10	-38.42539	10.08884
	SAMN07136930	SRS2329780	S0468	237496	10/26/10	D357	4	52.1	ocean_biome	http://purl.obolibrary.org/obo/ENVO_01000048	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	water	http://purl.obolibrary.org/obo/ENVO_00002006	Atlantic Ocean	GA10	-38.42539	10.08884
	SAMN07136929	SRS2329782	S0467	237497	10/26/10	D357	4	42.2	ocean_biome	http://purl.obolibrary.org/obo/ENVO_01000048	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	water	http://purl.obolibrary.org/obo/ENVO_00002006	Atlantic Ocean	GA10	-38.42539	10.08884
	SAMN07136928	SRS2329781	S0466	237498	10/26/10	D357	4	21.4	ocean_biome	http://purl.obolibrary.org/obo/ENVO_01000048	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	water	http://purl.obolibrary.org/obo/ENVO_00002006	Atlantic Ocean	GA10	-38.42539	10.08884
	SAMN07136927	SRS2329779	S0465	237500	10/26/10	D357	4	6.5	ocean_biome	http://purl.obolibrary.org/obo/ENVO_01000048	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	water	http://purl.obolibrary.org/obo/ENVO_00002006	Atlantic Ocean	GA10	-38.42539	10.08884
	SAMN07136926	SRS2329777	S0464	237693	10/23/10	D357	3	101	ocean_biome	http://purl.obolibrary.org/obo/ENVO_01000048	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	water	http://purl.obolibrary.org/obo/ENVO_00002006	Atlantic Ocean	GA10	-36.48458	13.276
	SAMN07136925	SRS2329778	S0463	237697	10/23/10	D357	3	81.5	ocean_biome	http://purl.obolibrary.org/obo/ENVO_01000048	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	water	http://purl.obolibrary.org/obo/ENVO_00002006	Atlantic Ocean	GA10	-36.48458	13.276
	SAMN07136924	SRS2329775	S0462	237698	10/23/10	D357	3	59.8	ocean_biome	http://purl.obolibrary.org/obo/ENVO_01000048	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	water	http://purl.obolibrary.org/obo/ENVO_00002006	Atlantic Ocean	GA10	-36.48458	13.276
	SAMN07136923	SRS2329774	S0461	237700	10/23/10	D357	3	50.2	ocean_biome	http://purl.obolibrary.org/obo/ENVO_01000048	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	water	http://purl.obolibrary.org/obo/ENVO_00002006	Atlantic Ocean	GA10	-36.48458	13.276
	SAMN07136922	SRS2329706	S0460	237702	10/23/10	D357	3	21.1	ocean_biome	http://purl.obolibrary.org/obo/ENVO_01000048	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	water	http://purl.obolibrary.org/obo/ENVO_00002006	Atlantic Ocean	GA10	-36.48458	13.276
	SAMN07136921	SRS2329708	S0459	237705	10/23/10	D357	3	10	ocean_biome	http://purl.obolibrary.org/obo/ENVO_01000048	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	water	http://purl.obolibrary.org/obo/ENVO_00002006	Atlantic Ocean	GA10	-36.48458	13.276
	SAMN07136920	SRS2329715	S0458	237654	10/20/10	D357	2	101.9	ocean_biome	http://purl.obolibrary.org/obo/ENVO_01000048	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	water	http://purl.obolibrary.org/obo/ENVO_00002006	Atlantic Ocean	GA10	-35.36689	14.90645
	SAMN07136919	SRS2329712	S0457	237655	10/20/10	D357	2	81.5	ocean_biome	http://purl.obolibrary.org/obo/ENVO_01000048	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	water	http://purl.obolibrary.org/obo/ENVO_00002006	Atlantic Ocean	GA10	-35.36689	14.90645
	SAMN07136918	SRS2329713	S0456	237656	10/20/10	D357	2	61.4	ocean_biome	http://purl.obolibrary.org/obo/ENVO_01000048	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	water	http://purl.obolibrary.org/obo/ENVO_00002006	Atlantic Ocean	GA10	-35.36689	14.90645
	SAMN07136917	SRS2329714	S0455	237662	10/20/10	D357	2	51.1	ocean_biome	http://purl.obolibrary.org/obo/ENVO_01000048	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	water	http://purl.obolibrary.org/obo/ENVO_00002006	Atlantic Ocean	GA10	-35.36689	14.90645
	SAMN07136916	SRS2329709	S0454	237663	10/20/10	D357	2	21.3	ocean_biome	http://purl.obolibrary.org/obo/ENVO_01000048	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	water	http://purl.obolibrary.org/obo/ENVO_00002006	Atlantic Ocean	GA10	-35.36689	14.90645
	SAMN07136915	SRS2329711	S0453	237665	10/20/10	D357	2	6.4	ocean_biome	http://purl.obolibrary.org/obo/ENVO_01000048	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	water	http://purl.obolibrary.org/obo/ENVO_00002006	Atlantic Ocean	GA10	-35.36689	14.90645
	SAMN07136914	SRS2329707	S0452	237607	10/19/10	D357	1	60.9	ocean_biome	http://purl.obolibrary.org/obo/ENVO_01000048	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	water	http://purl.obolibrary.org/obo/ENVO_00002006	Atlantic Ocean	GA10	-34.62898	17.06995
	SAMN07136913	SRS2329710	S0451	237613	10/19/10	D357	1	51.4	ocean_biome	http://purl.obolibrary.org/obo/ENVO_01000048	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	water	http://purl.obolibrary.org/obo/ENVO_00002006	Atlantic Ocean	GA10	-34.62898	17.06995
	SAMN07136912	SRS2329604	S0450	237614	10/19/10	D357	1	40.8	ocean_biome	http://purl.obolibrary.org/obo/ENVO_01000048	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	water	http://purl.obolibrary.org/obo/ENVO_00002006	Atlantic Ocean	GA10	-34.62898	17.06995
	SAMN07136911	SRS2329602	S0449	237615	10/19/10	D357	1	31.2	ocean_biome	http://purl.obolibrary.org/obo/ENVO_01000048	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	water	http://purl.obolibrary.org/obo/ENVO_00002006	Atlantic Ocean	GA10	-34.62898	17.06995
	SAMN07136910	SRS2329611	S0448	237616	10/19/10	D357	1	21.1	ocean_biome	http://purl.obolibrary.org/obo/ENVO_01000048	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	water	http://purl.obolibrary.org/obo/ENVO_00002006	Atlantic Ocean	GA10	-34.62898	17.06995
	SAMN07136909	SRS2329609	S0447	237617	10/19/10	D357	1	6.1	ocean_biome	http://purl.obolibrary.org/obo/ENVO_01000048	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	water	http://purl.obolibrary.org/obo/ENVO_00002006	Atlantic Ocean	GA10	-34.62898	17.06995
	SAMN07136881	SRS2329449	S0419	SS2011Station26Cast29Niskin8	5/26/11	SS2011	26	100	ocean_biome	http://purl.obolibrary.org/obo/ENVO_01000048	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	water	http://purl.obolibrary.org/obo/ENVO_00002006	Pacific Ocean	GP13	-31.6	178
	SAMN07136880	SRS2329444	S0418	SS2011Station26Cast29Niskin9	5/26/11	SS2011	26	75	ocean_biome	http://purl.obolibrary.org/obo/ENVO_01000048	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	water	http://purl.obolibrary.org/obo/ENVO_00002006	Pacific Ocean	GP13	-31.6	178
	SAMN07136879	SRS2329443	S0417	SS2011Station26Cast29Niskin11	5/26/11	SS2011	26	50	ocean_biome	http://purl.obolibrary.org/obo/ENVO_01000048	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	water	http://purl.obolibrary.org/obo/ENVO_00002006	Pacific Ocean	GP13	-31.6	178
	SAMN07136878	SRS2329442	S0416	SS2011Station26Cast29Niskin13	5/26/11	SS2011	26	30	ocean_biome	http://purl.obolibrary.org/obo/ENVO_01000048	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	water	http://purl.obolibrary.org/obo/ENVO_00002006	Pacific Ocean	GP13	-31.6	178
	SAMN07136877	SRS2329441	S0415	SS2011Station26Cast29Niskin15	5/26/11	SS2011	26	15	ocean_biome	http://purl.obolibrary.org/obo/ENVO_01000048	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	water	http://purl.obolibrary.org/obo/ENVO_00002006	Pacific Ocean	GP13	-31.6	178
	SAMN07136782	SRS2329856	S0315	SS2011Station24Cast26Niskin9	5/25/11	SS2011	24	100	ocean_biome	http://purl.obolibrary.org/obo/ENVO_01000048	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	water	http://purl.obolibrary.org/obo/ENVO_00002006	Pacific Ocean	GP13	-30	175.947
	SAMN07136781	SRS2329857	S0314	SS2011Station24Cast26Niskin10	5/25/11	SS2011	24	75	ocean_biome	http://purl.obolibrary.org/obo/ENVO_01000048	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	water	http://purl.obolibrary.org/obo/ENVO_00002006	Pacific Ocean	GP13	-30	175.947
	SAMN07136780	SRS2329863	S0313	SS2011Station24Cast26Niskin12	5/25/11	SS2011	24	50	ocean_biome	http://purl.obolibrary.org/obo/ENVO_01000048	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	water	http://purl.obolibrary.org/obo/ENVO_00002006	Pacific Ocean	GP13	-30	175.947
	SAMN07136779	SRS2329866	S0312	SS2011Station24Cast26Niskin14	5/25/11	SS2011	24	30	ocean_biome	http://purl.obolibrary.org/obo/ENVO_01000048	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	water	http://purl.obolibrary.org/obo/ENVO_00002006	Pacific Ocean	GP13	-30	175.947
	SAMN07136778	SRS2329862	S0311	SS2011Station24Cast26Niskin16	5/25/11	SS2011	24	15	ocean_biome	http://purl.obolibrary.org/obo/ENVO_01000048	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	water	http://purl.obolibrary.org/obo/ENVO_00002006	Pacific Ocean	GP13	-30	175.947
	SAMN07136777	SRS2329865	S0310	SS2011Station22Cast24Niskin8	5/24/11	SS2011	22	100	ocean_biome	http://purl.obolibrary.org/obo/ENVO_01000048	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	water	http://purl.obolibrary.org/obo/ENVO_00002006	Pacific Ocean	GP13	-30	174
	SAMN07136776	SRS2329860	S0309	SS2011Station22Cast24Niskin10	5/24/11	SS2011	22	75	ocean_biome	http://purl.obolibrary.org/obo/ENVO_01000048	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	water	http://purl.obolibrary.org/obo/ENVO_00002006	Pacific Ocean	GP13	-30	174
	SAMN07136775	SRS2329861	S0308	SS2011Station4Cast6Niskin11	5/16/11	SS2011	4	50	ocean_biome	http://purl.obolibrary.org/obo/ENVO_01000048	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	water	http://purl.obolibrary.org/obo/ENVO_00002006	Pacific Ocean	GP13	-30	156
	SAMN07136774	SRS2329859	S0307	SS2011Station4Cast6Niskin13	5/16/11	SS2011	4	30	ocean_biome	http://purl.obolibrary.org/obo/ENVO_01000048	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	water	http://purl.obolibrary.org/obo/ENVO_00002006	Pacific Ocean	GP13	-30	156
	SAMN07136773	SRS2329858	S0306	SS2011Station4Cast6Niskin15	5/16/11	SS2011	4	15	ocean_biome	http://purl.obolibrary.org/obo/ENVO_01000048	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	water	http://purl.obolibrary.org/obo/ENVO_00002006	Pacific Ocean	GP13	-30	156
	SAMN07136772	SRS2329738	S0305	SS2011Station2Cast3Niskin8	5/14/11	SS2011	2	100	ocean_biome	http://purl.obolibrary.org/obo/ENVO_01000048	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	water	http://purl.obolibrary.org/obo/ENVO_00002006	Pacific Ocean	GP13	-30	154.003
	SAMN07136771	SRS2329737	S0304	SS2011Station2Cast3Niskin9	5/14/11	SS2011	2	75	ocean_biome	http://purl.obolibrary.org/obo/ENVO_01000048	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	water	http://purl.obolibrary.org/obo/ENVO_00002006	Pacific Ocean	GP13	-30	154.003
	SAMN07136770	SRS2329744	S0303	SS2011Station2Cast3Niskin11	5/14/11	SS2011	2	50	ocean_biome	http://purl.obolibrary.org/obo/ENVO_01000048	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	water	http://purl.obolibrary.org/obo/ENVO_00002006	Pacific Ocean	GP13	-30	154.003
	SAMN07136769	SRS2329743	S0302	SS2011Station2Cast3Niskin13	5/14/11	SS2011	2	30	ocean_biome	http://purl.obolibrary.org/obo/ENVO_01000048	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	water	http://purl.obolibrary.org/obo/ENVO_00002006	Pacific Ocean	GP13	-30	154.003
	SAMN07136768	SRS2329746	S0301	SS2011Station2Cast3Niskin15	5/14/11	SS2011	2	15	ocean_biome	http://purl.obolibrary.org/obo/ENVO_01000048	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	water	http://purl.obolibrary.org/obo/ENVO_00002006	Pacific Ocean	GP13	-30	154.003
	SAMN07136767	SRS2329747	S0300	SS2011Station1Cast2Niskin4	5/14/11	SS2011	1	50	ocean_biome	http://purl.obolibrary.org/obo/ENVO_01000048	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	water	http://purl.obolibrary.org/obo/ENVO_00002006	Pacific Ocean	GP13	-29.998	153.5
	SAMN07136766	SRS2329739	S0299	SS2011Station1Cast2Niskin11	5/14/11	SS2011	1	15	ocean_biome	http://purl.obolibrary.org/obo/ENVO_01000048	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	water	http://purl.obolibrary.org/obo/ENVO_00002006	Pacific Ocean	GP13	-29.998	153.5
	SAMN07136760	SRS2329470	S0293	SS2011Station22Cast24Niskin12	5/24/11	SS2011	22	50	ocean_biome	http://purl.obolibrary.org/obo/ENVO_01000048	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	water	http://purl.obolibrary.org/obo/ENVO_00002006	Pacific Ocean	GP13	-30	174
	SAMN07136759	SRS2329472	S0292	SS2011Station22Cast24Niskin14	5/24/11	SS2011	22	30	ocean_biome	http://purl.obolibrary.org/obo/ENVO_01000048	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	water	http://purl.obolibrary.org/obo/ENVO_00002006	Pacific Ocean	GP13	-30	174
	SAMN07136758	SRS2329474	S0291	SS2011Station22Cast24Niskin16	5/24/11	SS2011	22	15	ocean_biome	http://purl.obolibrary.org/obo/ENVO_01000048	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	water	http://purl.obolibrary.org/obo/ENVO_00002006	Pacific Ocean	GP13	-30	174
	SAMN07136757	SRS2329473	S0290	SS2011Station4Cast6Niskin8	5/16/11	SS2011	4	100	ocean_biome	http://purl.obolibrary.org/obo/ENVO_01000048	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	water	http://purl.obolibrary.org/obo/ENVO_00002006	Pacific Ocean	GP13	-30	156
	SAMN07136756	SRS2329476	S0289	SS2011Station4Cast6Niskin9	5/16/11	SS2011	4	75	ocean_biome	http://purl.obolibrary.org/obo/ENVO_01000048	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	water	http://purl.obolibrary.org/obo/ENVO_00002006	Pacific Ocean	GP13	-30	156
	SAMN07136749	SRS2329820	S0282	SS2011Station19Cast21Niskin8	5/23/11	SS2011	19	100	ocean_biome	http://purl.obolibrary.org/obo/ENVO_01000048	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	water	http://purl.obolibrary.org/obo/ENVO_00002006	Pacific Ocean	GP13	-30	170.877
	SAMN07136748	SRS2329822	S0281	SS2011Station19Cast21Niskin9	5/23/11	SS2011	19	75	ocean_biome	http://purl.obolibrary.org/obo/ENVO_01000048	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	water	http://purl.obolibrary.org/obo/ENVO_00002006	Pacific Ocean	GP13	-30	170.877
	SAMN07136747	SRS2329823	S0280	SS2011Station19Cast21Niskin11	5/23/11	SS2011	19	50	ocean_biome	http://purl.obolibrary.org/obo/ENVO_01000048	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	water	http://purl.obolibrary.org/obo/ENVO_00002006	Pacific Ocean	GP13	-30	170.877
	SAMN07136746	SRS2329821	S0279	SS2011Station19Cast21Niskin13	5/23/11	SS2011	19	30	ocean_biome	http://purl.obolibrary.org/obo/ENVO_01000048	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	water	http://purl.obolibrary.org/obo/ENVO_00002006	Pacific Ocean	GP13	-30	170.877
	SAMN07136745	SRS2329819	S0278	SS2011Station19Cast21Niskin15	5/23/11	SS2011	19	15	ocean_biome	http://purl.obolibrary.org/obo/ENVO_01000048	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	water	http://purl.obolibrary.org/obo/ENVO_00002006	Pacific Ocean	GP13	-30	170.877
	SAMN07136744	SRS2329818	S0277	SS2011Station15Cast17Niskin8	5/21/11	SS2011	15	100	ocean_biome	http://purl.obolibrary.org/obo/ENVO_01000048	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	water	http://purl.obolibrary.org/obo/ENVO_00002006	Pacific Ocean	GP13	-30	167
	SAMN07136743	SRS2329896	S0276	SS2011Station15Cast17Niskin9	5/21/11	SS2011	15	75	ocean_biome	http://purl.obolibrary.org/obo/ENVO_01000048	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	water	http://purl.obolibrary.org/obo/ENVO_00002006	Pacific Ocean	GP13	-30	167
	SAMN07136742	SRS2329695	S0275	SS2011Station15Cast17Niskin11	5/21/11	SS2011	15	50	ocean_biome	http://purl.obolibrary.org/obo/ENVO_01000048	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	water	http://purl.obolibrary.org/obo/ENVO_00002006	Pacific Ocean	GP13	-30	167
