Event Label	Cruise	CTDType	Station	CTDrosette_filename	DateTime	Latitude	Longitude	bottle	Pressure_Digiquartz	Depth 	Temperature	Conductivity	Salinity	Potential_Temperature	Density	"Oxygen, factory"	"Oxygen, adjusted"	"Nitrates, adjusted"	Chloro factory 	Chloro HPLC adjusted 	"Angular scattering coef, at 117°, 470 nm, factory "	"Part backscattering coef, 470 nm, factory "	"Angular scattering coef, at 117°, 470 nm, adj in situ dark"	"Part backscattering coef, 470 nm, adj in situ dark "	"bbp470, adj in situ dark "	"Fcdom, factory "	"beam attenuation coef, 660 nm, factory "	"beam attenuation coef, 660 nm, adjusted deep zero "	Chlorophyll c3	Chlorophyll c1+c2	Sum Chlorophyllid a 	Peridinin 	Sum Phaeophorbid a	19'-Butanoyloxyfucoxanthin 	Fucoxanthin	Neoxanthin 	Prasinoxanthin	Violaxanthin 	19'-Hexanoyloxyfucoxanthin	Diadinoxanthin 	Alloxanthin 	Diatoxanthin 	Zeaxanthin 	Lutein 	Bacteriochlorophyll a	Divinyl Chlorophyll b	Chlorophyll b	Total Chlorophyll b	Divinyl Chlorophyll a	Chlorophyll a	Total Chlorophyll a	Sum Phaeophytin a	Sum a-carotene + b-carotene	NO2	PO4	N02NO3	SI	NO2_tag	PO4_tag	N02NO3_tag	SI_tag	LPM (0.06-0.53mm)	LPM (0.53-1.06mm)	LPM (1.06-2.66mm)	LPM (0.06-2.66mm)	LPM biovolume (0.06-0.53mm)	LPM biovolume (0.53-1.06mm)	LPM biovolume (1.06-2.66mm)	LPM biovolume (0.06-2.66mm)	LPM (0.06-0.07mm)	LPM (0.09-0.11mm)	LPM (0.14-0.17mm)	LPM (0.17-0.21mm)	LPM (0.21-0.27mm)	LPM (0.27-0.34mm)	LPM (0.34-0.42mm)	LPM (0.42-0.53mm)	LPM (0.53-0.67mm)	LPM (0.67-0.84mm)	LPM (0.84-1.06mm)	LPM (1.06-1.33mm)	LPM (1.33-1.68mm)	LPM (1.68-2.11mm)	LPM (2.11-2.66mm)	LPM (2.66-3.35mm)	LPM (3.35-4.22mm)	LPM (4.22-5.32mm)	LPM (5.32-6.7mm)	LPM (6.7-8.44mm)	LPM (8.44-10.64mm)	LPM (10.64-13.4mm)	LPM (13.4-16.88mm)	LPM (16.88-21.27mm)	LPM (21.27-26.79mm)	LPM biovolume (0.06-0.07mm)	LPM biovolume (0.09-0.11mm)	LPM biovolume (0.14-0.17mm)	LPM biovolume (0.17-0.21mm)	LPM biovolume (0.21-0.27mm)	LPM biovolume (0.27-0.34mm)	LPM biovolume (0.34-0.42mm)	LPM biovolume (0.42-0.53mm)	LPM biovolume (0.53-0.67mm)	LPM biovolume (0.67-0.84mm)	LPM biovolume (0.84-1.06mm)	LPM biovolume (1.06-1.33mm)	LPM biovolume (1.33-1.68mm)	LPM biovolume (1.68-2.11mm)	LPM biovolume (2.11-2.66mm)	LPM biovolume (2.66-3.35mm)	LPM biovolume (3.35-4.22mm)	LPM biovolume (4.22-5.32mm)	LPM biovolume (5.32-6.7mm)	LPM biovolume (6.7-8.44mm)	LPM biovolume (8.44-10.64mm)	LPM biovolume (10.64-13.4mm)	LPM biovolume (13.4-16.88mm)	LPM biovolume (16.88-21.27mm)	LPM biovolume (21.27-26.79mm)
TARA_20100322T0305Z_040_EVENT_CAST	Tara_oceans	sbe9_rosette	40	tara_sbe_9C_100322_01	3/22/10 3:04	17.5294	67.9576	1	800	792.656	10.3311	39.278656	35.5266	10.2331	27.3229	2.761	2.761	NA	0	0	0.000299	5.40E-05	-1.00E-06	-0.000246	0.00037	3.0225	0.008274	0.000748	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.018	3.119	36.19	73.18	6	1	1	1	3.2743	0.40625	0.061275	3.7418	0.038507	0.055467	0.095788	0.18976	0	0.806244	0.423278	0.433546	0.626671	0.387813	0.285948	0.310813	0.27495	0.131303	0	0	0.061275	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000422	0.000737	0.001529	0.004668	0.00621	0.007618	0.017324	0.02674	0.028726	0	0	0.095788	0	0	0	0	0	0	0	0	0	0	0	0
TARA_20100322T0305Z_040_EVENT_CAST	Tara_oceans	sbe9_rosette	40	tara_sbe_9C_100322_01	3/22/10 3:04	17.5294	67.9576	2	795	788.025	10.3302	39.266102	35.5171	10.2328	27.3156	2.697	2.697	NA	0	0	0.000287	4.20E-05	-1.20E-05	-0.000258	0.00029	2.93	0.008274	0.000748	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.0662	0.34914	0	4.4154	0.05212	0.032461	0	0.084581	0	1.051103	1.003325	0.15415	0.495148	0.413668	0.43573	0.513088	0.349143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00055	0.001669	0.000544	0.00377	0.005591	0.011945	0.028052	0.032461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_20100322T0305Z_040_EVENT_CAST	Tara_oceans	sbe9_rosette	40	tara_sbe_9C_100322_01	3/22/10 3:04	17.5294	67.9576	3	400	396.1275	13.0127	41.849727	35.6627	12.957	26.9152	2.3165	2.3165	NA	0	0	0.00034	9.70E-05	4.10E-05	-0.000203	0.000669	2.93	0.020951	0.013425	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.752	2.801	28.76	47.26	1	1	1	1	16.0973	0.18907	0.028835	16.3152	0.076855	0.021324	0.027003	0.12518	0	4.502317	5.368634	1.468956	2.916273	1.241003	0.307574	0.29253	0.147872	0.041193	0	0.028835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002356	0.009055	0.00518	0.019069	0.018316	0.0083	0.014579	0.011951	0.009373	0	0.027003	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_20100322T0305Z_040_EVENT_CAST	Tara_oceans	sbe9_rosette	40	tara_sbe_9C_100322_01	3/22/10 3:04	17.5294	67.9576	4	395	391.262	13.0463	41.885087	35.6665	12.9912	26.9115	2.282	2.282	NA	0	0	0.000335	9.10E-05	3.50E-05	-0.000208	0.000629	3.0525	0.021987	0.014461	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13.945	0.24416	0.029709	14.2189	0.062808	0.041232	0.036346	0.14038	0	4.873294	4.495419	1.289252	1.654243	0.902547	0.514953	0.215282	0.114265	0.084882	0.045013	0.029709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00255	0.007444	0.004546	0.010546	0.013133	0.014366	0.010222	0.011944	0.015283	0.014005	0.036346	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_20100322T0305Z_040_EVENT_CAST	Tara_oceans	sbe9_rosette	40	tara_sbe_9C_100322_01	3/22/10 3:04	17.5294	67.9576	5	5	3.734	27.53495	57.458467	36.2209	27.53405	23.4654	190.3235	190.3235	NA	0.015	0.068955	0.000447	0.000207	0.000148	-9.30E-05	0.00143	1.19	0.073987	0.066461	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	67.2286	3.1136	0.21949	70.5617	1.1019	0.42335	0.29356	1.8188	0	7.810535	11.147821	4.955798	11.872456	10.150291	11.218418	10.073248	2.326227	0.543501	0.243879	0.131694	0.073164	0.014633	0	0	0	0	0	0	0	0	0	0	0	0	0.004088	0.018319	0.017475	0.082749	0.151552	0.312741	0.514928	0.219372	0.109035	0.094939	0.11359	0.116882	0.063091	0	0	0	0	0	0	0	0	0	0	0
TARA_20100322T0305Z_040_EVENT_CAST	Tara_oceans	sbe9_rosette	40	tara_sbe_9C_100322_01	3/22/10 3:04	17.5294	67.9576	6	5	3.734	27.53495	57.458467	36.2209	27.53405	23.4654	190.3235	190.3235	NA	0.015	0.068955	0.000447	0.000207	0.000148	-9.30E-05	0.00143	1.19	0.073987	0.066461	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	67.2286	3.1136	0.21949	70.5617	1.1019	0.42335	0.29356	1.8188	0	7.810535	11.147821	4.955798	11.872456	10.150291	11.218418	10.073248	2.326227	0.543501	0.243879	0.131694	0.073164	0.014633	0	0	0	0	0	0	0	0	0	0	0	0	0.004088	0.018319	0.017475	0.082749	0.151552	0.312741	0.514928	0.219372	0.109035	0.094939	0.11359	0.116882	0.063091	0	0	0	0	0	0	0	0	0	0	0
TARA_20100322T0305Z_040_EVENT_CAST	Tara_oceans	sbe9_rosette	40	tara_sbe_9C_100322_01	3/22/10 3:04	17.5294	67.9576	7	5	3.734	27.53495	57.458467	36.2209	27.53405	23.4654	190.3235	190.3235	NA	0.015	0.068955	0.000447	0.000207	0.000148	-9.30E-05	0.00143	1.19	0.073987	0.066461	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	67.2286	3.1136	0.21949	70.5617	1.1019	0.42335	0.29356	1.8188	0	7.810535	11.147821	4.955798	11.872456	10.150291	11.218418	10.073248	2.326227	0.543501	0.243879	0.131694	0.073164	0.014633	0	0	0	0	0	0	0	0	0	0	0	0	0.004088	0.018319	0.017475	0.082749	0.151552	0.312741	0.514928	0.219372	0.109035	0.094939	0.11359	0.116882	0.063091	0	0	0	0	0	0	0	0	0	0	0
TARA_20100322T0305Z_040_EVENT_CAST	Tara_oceans	sbe9_rosette	40	tara_sbe_9C_100322_01	3/22/10 3:04	17.5294	67.9576	8	5	3.734	27.53495	57.458467	36.2209	27.53405	23.4654	190.3235	190.3235	NA	0.015	0.068955	0.000447	0.000207	0.000148	-9.30E-05	0.00143	1.19	0.073987	0.066461	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	67.2286	3.1136	0.21949	70.5617	1.1019	0.42335	0.29356	1.8188	0	7.810535	11.147821	4.955798	11.872456	10.150291	11.218418	10.073248	2.326227	0.543501	0.243879	0.131694	0.073164	0.014633	0	0	0	0	0	0	0	0	0	0	0	0	0.004088	0.018319	0.017475	0.082749	0.151552	0.312741	0.514928	0.219372	0.109035	0.094939	0.11359	0.116882	0.063091	0	0	0	0	0	0	0	0	0	0	0
TARA_20100322T0305Z_040_EVENT_CAST	Tara_oceans	sbe9_rosette	40	tara_sbe_9C_100322_01	3/22/10 3:04	17.5294	67.9576	9	5	3.734	27.53495	57.458467	36.2209	27.53405	23.4654	190.3235	190.3235	NA	0.015	0.068955	0.000447	0.000207	0.000148	-9.30E-05	0.00143	1.19	0.073987	0.066461	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	67.2286	3.1136	0.21949	70.5617	1.1019	0.42335	0.29356	1.8188	0	7.810535	11.147821	4.955798	11.872456	10.150291	11.218418	10.073248	2.326227	0.543501	0.243879	0.131694	0.073164	0.014633	0	0	0	0	0	0	0	0	0	0	0	0	0.004088	0.018319	0.017475	0.082749	0.151552	0.312741	0.514928	0.219372	0.109035	0.094939	0.11359	0.116882	0.063091	0	0	0	0	0	0	0	0	0	0	0
TARA_20100322T0305Z_040_EVENT_CAST	Tara_oceans	sbe9_rosette	40	tara_sbe_9C_100322_01	3/22/10 3:04	17.5294	67.9576	10	5	3.734	27.53495	57.458467	36.2209	27.53405	23.4654	190.3235	190.3235	NA	0.015	0.068955	0.000447	0.000207	0.000148	-9.30E-05	0.00143	1.19	0.073987	0.066461	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	67.2286	3.1136	0.21949	70.5617	1.1019	0.42335	0.29356	1.8188	0	7.810535	11.147821	4.955798	11.872456	10.150291	11.218418	10.073248	2.326227	0.543501	0.243879	0.131694	0.073164	0.014633	0	0	0	0	0	0	0	0	0	0	0	0	0.004088	0.018319	0.017475	0.082749	0.151552	0.312741	0.514928	0.219372	0.109035	0.094939	0.11359	0.116882	0.063091	0	0	0	0	0	0	0	0	0	0	0
TARA_20100416T0444Z_047_EVENT_CAST	Tara_oceans	sbe9_rosette	47	tara_sbe_9C_100416_01	4/16/10 4:43	-2.0465	72.1568	1	800	792.565	7.6993	36.240794	34.9494	7.6172	27.2905	58.001	58.001	37.011469	0	0	0.000287	4.10E-05	-5.00E-06	-0.000252	0.000281	2.4125	-0.012637	2.10E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.641	36.782	62.653	6	1	1	1	1.7863	0.043342	0	1.8296	0.0079501	0.0043598	0	0.01231	0	0.652409	0.578271	0.063786	0.2305	0.171173	0.090151	0	0.043342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000341	0.000993	0.000225	0.001588	0.002836	0.001967	0	0.00436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_20100416T0444Z_047_EVENT_CAST	Tara_oceans	sbe9_rosette	47	tara_sbe_9C_100416_01	4/16/10 4:43	-2.0465	72.1568	2	400	396.2925	10.74525	38.964858	34.9888	10.69635	26.8214	98.375	98.375	27.719325	-0.0072	0	0.000322	7.80E-05	3.00E-05	-0.000214	0.000538	2.1075	-0.007406	0.005252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.874	27.668	20.193	6	1	1	1	2.3349	0	0	2.3349	0.0082385	0	0	0.0082385	0	0.786279	0.70028	0.317108	0.35014	0.106372	0.074697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000411	0.001092	0.001118	0.002239	0.0016	0.001778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
