Event Label	Basis	Campaign	Station	Device	Date/Time	Latitude	Longitude	Kd490 AMODIS at the sampling date	Kd490 AMODIS 8 days period	Kd490 AMODIS 30 days period	Kd490 GlobColour 8 days period	Kd490 GlobColour 30 days period	bbp470 8 days period	acCDOM 8 days period	"Kd(PAR) 30 days avg, eq.9"	"Kd(PAR) 30 days avg, eq.9'"	z(SD)	z(eu) GlobColour 8 days period	z(eu) Secchi Disk and AMODIS	z(eu) AMODIS 30 days avg from Kd(PAR)1	z(eu) AMODIS 30 days avg from Kd(PAR)2	UMLD from sigma theta	UMLD from temperature	Depth chl max 	Depth max Brunt Vaisala freq 	Depth max O2 	Depth min O2 	Depth nitracline 	Temp at depth 10m	Temp at the base of euphotic zone - Kd(PAR)1	Temp at the base of euphotic zone - Kd(PAR)2	Temp at the base of mixed layer - sigma theta	Temp at the depth of mixed layer - temperature	Temp at depth chl max	Temp at depth of max Brunt Vaisala freq	Temp at depth of max oxygent concentration	Temp at depth of min oxygent concentration	Temp at depth of nitracline	Sal at depth 10m	Sal at the base of euphotic zone - Kd(PAR)1	Sal at the base of euphotic zone - Kd(PAR)2	Sal at the base of mixed layer - sigma theta	Sal at the depth of mixed layer - Salerature	Sal at depth chl max	Sal at depth of max Brunt Vaisala freq	Sal at depth of max oxygent concentration	Sal at depth of min oxygent concentration	Sal at depth of nitracline	Sigma-theta at depth 10m	Sigma-theta at the base of euphotic zone - Kd(PAR)1	Sigma-theta at the base of euphotic zone - Kd(PAR)2	Sigma-theta at the base of mixed layer - sigma theta	Sigma-theta at the depth of mixed layer - Sigma-thetaerature	Sigma-theta at depth chl max	Sigma-theta at depth of max Brunt VaiSigma-thetaa freq	Sigma-theta at depth of max oxygent concentration	Sigma-theta at depth of min oxygent concentration	Sigma-theta at depth of nitracline	N**2 at depth 10m	N**2 at the base of euphotic zone - Kd(PAR)1	N**2 at the base of euphotic zone - Kd(PAR)2	N**2 at the base of mixed layer - sigma theta	N**2 at the depth of mixed layer - N**2erature	N**2 at depth chl max	N**2 at depth of max Brunt VaiN**2a freq	N**2 at depth of max oxygent concentration	N**2 at depth of min oxygent concentration	N**2 at depth of nitracline	Chl a at depth 10m	Chl a at the base of euphotic zone - Kd(PAR)1	Chl a at the base of euphotic zoChl a	Chl a at the base of mixed layer - sigma theta	Chl a at the depth of mixed layer - Chl aerature	Chl a at depth chl max	Chl a at depth of max BruChl aa freq	Chl a at depth of max oxygent concentration	Chl a at depth of min oxygent concentration	Chl a at depth of nitracline	Oxygen at depth 10m	Oxygen at the base of euphotic zone - Kd(PAR)1	Oxygen at the base of euphotic zoOxygen	Oxygen at the base of mixed layer - sigma theta	Oxygen at the depth of mixed layer - Oxygenerature	Oxygen at depth chl max	Oxygen at depth of max BruOxygena freq	Oxygen at depth of max oxygent concentration	Oxygen at depth of min oxygent concentration	Oxygen at depth of nitracline	NO3- at depth 10m	NO3- at the base of euphotic zone - Kd(PAR)1	NO3- at the base of euphotic zoNO3-	NO3- at the base of mixed layer - sigma theta	NO3- at the depth of mixed layer - NO3-erature	NO3- at depth chl max	NO3- at depth of max BruNO3-a freq	NO3- at depth of max NO3-t concentration	NO3- at depth of min NO3-t concentration	NO3- at depth of nitracline
TARA_20120324T1150Z_153_EVENT_NET	SV Tara	TARA_20120314Z	TARA_153	"Plankton net+sieve, type=Double, mesh(µm)=20, mouth(m^2)=0.192442, length(m)=2.5"	3/24/12 11:50	44.074	-16.547	NA	NA	0.07931	0.050845746	0.071794942	0.000494697	0.034854528	0.139236052	0.120560352	17	60.38025665	60	30	35	103	99	39	5	164	914	211	13.753	13.7404	13.738	13.5077	13.5823	13.7375	13.8925	12.9743	10.3719	12.8641	36.0549	36.06	36.0607	36.0229	36.0379	36.0607	36.0593	35.9283	36.0004	35.9139	26.9276	26.9348	26.9359	26.9568	26.9528	26.9362	26.9015	26.9946	27.5586	27.0069	8.53E-06	NA	1.78E-06	1.50E-05	1.12E-05	7.92E-07	3.31E-05	6.05E-07	1.66E-05	2.63E-05	0.18188	0.34953	0.38144	0.28803	0.29645	0.39026	NA	0.25646	0	0.040949	245.0961	244.953	245.3704	242.7103	244.2196	244.4229	244.7491	246.8006	174.1661	233.8208	2.8517	2.812	1.7431	4.4458	0.38193	2.0602	1.7702	6.0087	19.0132	4.8736
TARA_20120324T1034Z_153_EVENT_NET	SV Tara	TARA_20120314Z	TARA_153	"Plankton net+sieve, type=Bongo, mesh(µm)=180, mouth(m^2)=0.258319, length(m)=3"	3/24/12 10:34	44.0852	-16.5645	NA	NA	0.083758	0.050845746	0.071794942	0.000494311	0.033515554	0.144085425	0.125258111	17	60.38025665	60	29	34	89	88	NA	95	97	323	322	13.9051	13.9098	13.9068	13.6757	13.7818	NA	13.4398	13.4342	12.163	12.1643	36.0879	36.095	36.0937	36.0628	36.0782	NA	36.0068	36.0068	35.8241	35.8242	26.921	26.9261	26.9259	26.9522	26.9419	NA	26.9582	26.9594	27.0785	27.0783	2.00E-06	1.82E-06	1.33E-07	5.85E-05	8.11E-05	NA	1.55E-06	1.35E-05	7.20E-06	6.75E-07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	242.4597	241.0969	241.6544	243.8826	243.343	NA	245.3779	243.0626	225.135	226.6433	1.1274	-0.39292	-0.87344	1.766	2.0697	NA	2.0551	1.6195	9.2589	5.9921
TARA_20120324T0813Z_153_EVENT_PUMP	SV Tara	TARA_20120314Z	TARA_153	High Volume Peristaltic Pump	3/24/12 8:13	44.0497	-16.6034	NA	NA	0.08342	0.046318747	0.065887935	0.000469358	0.029695354	0.14372036	0.124904165	17	65.92876434	59	29	34	89	88	NA	95	97	323	322	13.9051	13.9098	13.9068	13.6757	13.7818	NA	13.4398	13.4342	12.163	12.1643	36.0879	36.095	36.0937	36.0628	36.0782	NA	36.0068	36.0068	35.8241	35.8242	26.921	26.9261	26.9259	26.9522	26.9419	NA	26.9582	26.9594	27.0785	27.0783	2.00E-06	1.82E-06	1.33E-07	5.85E-05	8.11E-05	NA	1.55E-06	1.35E-05	7.20E-06	6.75E-07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	242.4597	241.0969	241.6544	243.8826	243.343	NA	245.3779	243.0626	225.135	226.6433	1.1274	-0.39292	-0.87344	1.766	2.0697	NA	2.0551	1.6195	9.2589	5.9921
TARA_20120324T0813Z_153_EVENT_PUMP	SV Tara	TARA_20120314Z	TARA_153	High Volume Peristaltic Pump	3/24/12 8:13	44.0497	-16.6034	NA	NA	NA	0.046318747	0.065887935	0.000469358	0.029695354	NA	NA	17	65.92876434	NA	NA	NA	89	88	NA	95	97	323	322	13.9051	13.9098	13.9068	13.6757	13.7818	NA	13.4398	13.4342	12.163	12.1643	36.0879	36.095	36.0937	36.0628	36.0782	NA	36.0068	36.0068	35.8241	35.8242	26.921	26.9261	26.9259	26.9522	26.9419	NA	26.9582	26.9594	27.0785	27.0783	2.00E-06	1.82E-06	1.33E-07	5.85E-05	8.11E-05	NA	1.55E-06	1.35E-05	7.20E-06	6.75E-07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	242.4597	241.0969	241.6544	243.8826	243.343	NA	245.3779	243.0626	225.135	226.6433	1.1274	-0.39292	-0.87344	1.766	2.0697	NA	2.0551	1.6195	9.2589	5.9921
TARA_20120320T1503Z_152_EVENT_NET	SV Tara	TARA_20120314Z	TARA_152	"Plankton net+sieve, type=Double, mesh(µm)=20, mouth(m^2)=0.192442, length(m)=2.5"	3/20/12 15:03	43.7421	-16.9002	NA	0.0534	0.0652	0.054664318	0.077205669	0.001734799	0.022001993	0.12302453	0.104926518	23	58.4850502	74	34	40	162	145	36	997	19	847	1020	14.3132	14.312	14.3132	13.859	14.1563	14.3122	9.3507	14.3103	10.0918	9.2723	36.1707	36.1706	36.1708	36.0775	36.1395	36.1705	35.8283	36.1703	35.8133	35.8313	26.8978	26.8987	26.8988	26.9274	26.9116	26.8987	27.5987	26.8984	27.46	27.6144	3.20E-07	9.40E-08	2.08E-07	2.21E-05	3.57E-05	1.26E-07	1.98E-05	8.10E-08	2.32E-05	5.56E-07	0.16578	0.26987	0.27006	0.00070265	0.16719	0.27006	0	0.22856	0	0	240.7024	240.9778	240.7766	231.152	233.3902	240.8355	179.099	240.7998	174.4271	179.6144	6.3494	6.6256	3.681	8.2221	4.7644	5.1329	19.9144	6.3631	20.1434	20.4899
TARA_20120320T0851Z_152_Combined-EVENTS_CAST	SV Tara	TARA_20120314Z	TARA_152	Rosette Vertical Sampling System	3/20/12 8:48	43.7056	-16.8794	NA	0.0534	0.0652	0.055665169	0.079138741	0.001358631	0.025040014	0.12302453	0.104926518	23	56.7079277	74	34	40	182	167	30	1005	37	836	761	14.2503	14.2604	14.2614	13.7695	14.1061	14.2599	9.4238	14.2608	10.2356	10.59	36.1565	36.1563	36.1565	36.0549	36.1287	36.1563	35.8479	36.1563	35.8187	35.7616	26.9004	26.8988	26.899	26.9294	26.9147	26.8988	27.6023	26.8988	27.4392	27.3314	2.15E-07	5.80E-08	1.50E-07	1.75E-05	5.55E-05	5.35E-07	4.19E-05	3.60E-08	1.10E-05	2.06E-06	0.27006	0.29365	0.2921	0.034656	0.22068	0.2878	0	0.28939	0	0	241.5534	242.3894	242.4913	229.4737	229.4351	242.3921	179.8161	242.1208	173.3955	177.3105	4.6128	2.2131	3.5407	6.2535	3.2909	3.0718	17.4346	3.7165	19.604	16.7415
TARA_20120319T1120Z_152_EVENT_NET	SV Tara	TARA_20120314Z	TARA_152	"Plankton net+sieve, type=Double, mesh(µm)=20, mouth(m^2)=0.192442, length(m)=2.5"	3/19/12 11:20	43.6904	-16.8544	NA	0.0534	0.0652	0.055665169	0.079138741	0.001358631	0.025040014	0.12302453	0.104926518	23	56.7079277	74	34	40	156	144	26	505	14	523	521	14.2762	14.2668	14.2669	13.8355	14.118	14.2699	11.6852	14.2768	11.6137	11.6242	36.1548	36.1531	36.1535	36.065	36.1202	36.154	35.7902	36.1546	35.78	35.7817	26.8935	26.895	26.8954	26.9225	26.9049	26.8948	27.148	26.8933	27.1539	27.1532	3.30E-08	NA	9.82E-07	1.75E-05	1.56E-05	7.95E-07	1.65E-05	1.80E-07	1.96E-06	4.17E-06	0.28258	0.37317	0.35965	0.040949	0.19743	0.37453	0	0.31422	0	0	243.2576	241.5806	241.7805	232.8326	234.8833	242.3563	214.6277	242.1163	213.5179	213.6573	2.4254	1.6366	1.4294	3.5761	1.7997	1.663	11.3382	3.3527	11.1721	9.6127
TARA_20120319T0909Z_152_EVENT_NET	SV Tara	TARA_20120314Z	TARA_152	"Plankton net+sieve, type=Bongo, mesh(µm)=180, mouth(m^2)=0.258319, length(m)=3"	3/19/12 9:09	43.6825	-16.8412	NA	NA	0.066961	0.05291504	0.076939575	0.001362364	0.024310272	0.125133853	0.106953694	23	59.23984718	73	33	38	166	151	26	998	21	831	346	14.269	14.2706	14.271	13.7705	14.1215	14.27	9.47	14.27	10.2656	12.4524	36.1548	36.1549	36.155	36.0496	36.1227	36.155	35.8499	36.1547	35.8171	35.8752	26.895	26.8955	26.8957	26.9246	26.9064	26.8955	27.5961	26.8951	27.4327	27.0623	4.34E-07	6.12E-07	1.12E-07	1.35E-05	1.03E-05	1.24E-07	1.99E-05	4.47E-07	5.19E-06	4.76E-06	0.34759	0.35289	0.34853	0.040949	0.16696	0.35965	0.013095	0.35965	0	0	242.2884	242.671	242.1176	232.0826	236.7078	242.4428	178.6555	242.6841	173.4264	216.1458	1.8923	2.3855	3.1523	3.6561	0.20798	2.6706	17.2606	0.39092	15.4975	8.8111
TARA_20120319T0818Z_152_EVENT_PUMP	SV Tara	TARA_20120314Z	TARA_152	High Volume Peristaltic Pump	3/19/12 8:18	43.6792	-16.8344	NA	NA	0.066961	0.050046725	0.074226141	0.001310127	0.023576794	0.125133853	0.106953694	23	61.41801834	73	33	38	156	144	26	505	14	523	521	14.2762	14.2668	14.2669	13.8355	14.118	14.2699	11.6852	14.2768	11.6137	11.6242	36.1548	36.1531	36.1535	36.065	36.1202	36.154	35.7902	36.1546	35.78	35.7817	26.8935	26.895	26.8954	26.9225	26.9049	26.8948	27.148	26.8933	27.1539	27.1532	3.30E-08	NA	9.82E-07	1.75E-05	1.56E-05	7.95E-07	1.65E-05	1.80E-07	1.96E-06	4.17E-06	0.28258	0.37317	0.35965	0.040949	0.19743	0.37453	0	0.31422	0	0	243.2576	241.5806	241.7805	232.8326	234.8833	242.3563	214.6277	242.1163	213.5179	213.6573	2.4254	1.6366	1.4294	3.5761	1.7997	1.663	11.3382	3.3527	11.1721	9.6127
TARA_20120309T1745Z_151_Combined-EVENTS_CAST	SV Tara	TARA_20120223Z	TARA_151	Rosette Vertical Sampling System	3/9/12 17:42	36.1811	-28.9373	NA	0.035668	0.035391	0.040747369	0.056266215	0.000843367	0.020727045	0.078975237	0.063242251	28	75.1440773	89	55	69	40	48	68	108	52	170	108	17.3242	17.0016	16.9623	17.1924	17.1338	16.9691	16.043	17.0538	14.3377	16.043	36.4007	36.3982	36.3918	36.396	36.4066	36.3929	36.2735	36.4057	36.1179	36.2735	26.3847	26.4624	26.4675	26.4142	26.4367	26.4666	26.5944	26.4555	26.8571	26.5944	1.71E-06	4.23E-06	8.27E-06	7.95E-06	4.28E-05	3.10E-07	0.00013415	2.18E-05	2.98E-05	0.00013415	0.042317	0.2622	0.32296	0.10446	0.1244	0.31588	0.091086	0.21695	0	0.091086	232.8559	233.9442	233.0802	232.9548	233.854	233.0293	216.528	233.4173	206.1086	216.528	-0.69764	1.0425	-0.031929	-0.20444	1.2775	0.87027	4.428	0.26866	8.8785	4.428
