SampleID_Tara	BioSample	Chlorophyll Sensor	Minimum Depth	Maximum Depth	Description	ENA checklist	Environment (Biome)	Environment (Feature)	Environment (Material)	Environmental Package	Event Date/Time End	Event Date/Time Start	Event Label	INSDC center alias	INSDC center name	INSDC first public	INSDC last update	INSDC status	Last Update Date	Latitude End	Latitude Start	Longitude End	Longitude Start	Marine Region	Nitrate Sensor	Oxygen Sensor	Project Name	Protocol Label	SRA accession	Salinity Sensor	Sample Collection Device	Sample Name	Sampling Campaign	Sampling Platform	Sampling Station	Size Fraction Lower Threshold	Size Fraction Upper Threshold	Temperature	Title
TARA_N000001201	SAMEA2621669	1.881766	5	5	This sample (TARA_N000001201) was collected during the Tara Oceans expedition (2009-2013) at station TARA_088 (latitudeN=-63.4015, longitudeE=-56.7938) on date/time=2011-01-22T08:38, using a PUMP (High Volume Peristaltic Pump). The sample material (particulate matter, including plankton (ENVO:xxxxxxxx)) was collected at a depth of 3-7 m, targeting a surface water layer (ENVO:00002042) in the marine biome (ENVO:00000447). The sample was size-fractionated (5-20 micrometres), and stored in liquid nitrogen for later detection of unicellular eukaryote (protist) nucleic acid sequences by pyrosequencing methods, and for later metagenomics/transcriptomics analysis. This sample has replicate sample(s): TARA_N000001200.	ERC000030	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	particulate matter, including plankton (ENVO:xxxxxxxx)	water	2011-01-22T11:08	2011-01-22T08:38	TARA_20110122T0838Z_088_EVENT_PUMP	GSC	Genoscope	2016-12-14T17:01:22Z	2015-11-04T11:49:37Z	public	2014-05-01Z	-63.3695	-63.4015	-56.814	-56.7938	(search radius=5 degrees) Marine Ecoregion:South Shetland Islands (MRGID:21925)	99999	335.300417	Tara Oceans expedition (2009-2013)	PROT_NUC-RNA(1L)_W5-20	ERS491252	34.431858	PUMP (High Volume Peristaltic Pump)	ERS491252	TARA_20101231Z	SV Tara	TARA_088	5	20	-0.760158	TARA_20110122T0838Z_088_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(1L)_W5-20_TARA_N000001201
TARA_N000001197	SAMEA2621665	1.881766	5	5	This sample (TARA_N000001197) was collected during the Tara Oceans expedition (2009-2013) at station TARA_088 (latitudeN=-63.4015, longitudeE=-56.7938) on date/time=2011-01-22T08:38, using a PUMP (High Volume Peristaltic Pump). The sample material (particulate matter, including plankton (ENVO:xxxxxxxx)) was collected at a depth of 3-7 m, targeting a surface water layer (ENVO:00002042) in the marine biome (ENVO:00000447). The sample was size-fractionated (0.8-> micrometres), and stored in liquid nitrogen for later detection of unicellular eukaryote (protist) nucleic acid sequences by pyrosequencing methods, and for later metagenomics/transcriptomics analysis. This sample has replicate sample(s): TARA_N000001196.	ERC000030	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	particulate matter, including plankton (ENVO:xxxxxxxx)	water	2011-01-22T11:08	2011-01-22T08:38	TARA_20110122T0838Z_088_EVENT_PUMP	GSC	Genoscope	2016-12-14T17:01:22Z	2015-11-04T11:49:34Z	public	2014-05-01Z	-63.3695	-63.4015	-56.814	-56.7938	(search radius=5 degrees) Marine Ecoregion:South Shetland Islands (MRGID:21925)	99999	335.300417	Tara Oceans expedition (2009-2013)	PROT_NUC-RNA(100L)_W0.8->	ERS491248	34.431858	PUMP (High Volume Peristaltic Pump)	ERS491248	TARA_20101231Z	SV Tara	TARA_088	0.8		-0.760158	TARA_20110122T0838Z_088_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(100L)_W0.8->_TARA_N000001197
TARA_N000001179	SAMEA2621641	4.501238	5	5	This sample (TARA_N000001179) was collected during the Tara Oceans expedition (2009-2013) at station TARA_087 (latitudeN=-63.8768, longitudeE=-56.0916) on date/time=2011-01-17T17:12, using a PUMP (High Volume Peristaltic Pump) with CTD (sbe9S). The sample material (particulate matter, including plankton (ENVO:xxxxxxxx)) was collected at a depth of 3-7 m, targeting a surface water layer (ENVO:00002042) in the marine biome (ENVO:00000447). The sample was size-fractionated (20-200 micrometres), and stored in liquid nitrogen for later detection of unicellular eukaryote (protist) nucleic acid sequences by pyrosequencing methods, and for later metagenomics/transcriptomics analysis. This sample has replicate sample(s): TARA_N000001178.	ERC000030	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	particulate matter, including plankton (ENVO:xxxxxxxx)	water	2011-01-17T19:05	2011-01-17T17:12	TARA_20110117T1712Z_087_EVENT_PUMP	GSC	Genoscope	2016-12-14T17:01:22Z	2015-11-04T11:49:20Z	public	2014-05-01Z	-63.8419	-63.8768	-56.1562	-56.0916	(search radius=5 degrees) Marine Ecoregion:South Shetland Islands (MRGID:21925)	99999	393.013917	Tara Oceans expedition (2009-2013)	PROT_NUC-RNA(1L)_W20-200	ERS491219	34.200608	PUMP (High Volume Peristaltic Pump) with CTD (sbe9S)	ERS491219	TARA_20101231Z	SV Tara	TARA_087	20	200	-0.249275	TARA_20110117T1712Z_087_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(1L)_W20-200_TARA_N000001179
TARA_N000001173	SAMEA2621637	4.501238	5	5	This sample (TARA_N000001173) was collected during the Tara Oceans expedition (2009-2013) at station TARA_087 (latitudeN=-63.8768, longitudeE=-56.0916) on date/time=2011-01-17T17:12, using a PUMP (High Volume Peristaltic Pump) with CTD (sbe9S). The sample material (particulate matter, including plankton (ENVO:xxxxxxxx)) was collected at a depth of 3-7 m, targeting a surface water layer (ENVO:00002042) in the marine biome (ENVO:00000447). The sample was size-fractionated (0.8-> micrometres), and stored in liquid nitrogen for later detection of unicellular eukaryote (protist) nucleic acid sequences by pyrosequencing methods, and for later metagenomics/transcriptomics analysis. This sample has replicate sample(s): TARA_N000001172.	ERC000030	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	particulate matter, including plankton (ENVO:xxxxxxxx)	water	2011-01-17T19:05	2011-01-17T17:12	TARA_20110117T1712Z_087_EVENT_PUMP	GSC	Genoscope	2016-12-14T17:01:22Z	2015-11-04T11:49:18Z	public	2014-05-01Z	-63.8419	-63.8768	-56.1562	-56.0916	(search radius=5 degrees) Marine Ecoregion:South Shetland Islands (MRGID:21925)	99999	393.013917	Tara Oceans expedition (2009-2013)	PROT_NUC-RNA(100L)_W0.8->	ERS491215	34.200608	PUMP (High Volume Peristaltic Pump) with CTD (sbe9S)	ERS491215	TARA_20101231Z	SV Tara	TARA_087	0.8		-0.249275	TARA_20110117T1712Z_087_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(100L)_W0.8->_TARA_N000001173
TARA_N000001075	SAMEA2621611	2.027744	35	35	This sample (TARA_N000001075) was collected during the Tara Oceans expedition (2009-2013) at station TARA_086 (latitudeN=-64.3183, longitudeE=-53.1081) on date/time=2011-01-09T19:25, using a PUMP (High Volume Peristaltic Pump) with ECOTriplet. The sample material (particulate matter, including plankton (ENVO:xxxxxxxx)) was collected at a depth of 33-37 m, targeting a deep chlorophyll maximum layer (ENVO:xxxxxxxx) in the marine biome (ENVO:00000447). The sample was size-fractionated (5-20 micrometres), and stored in liquid nitrogen for later detection of unicellular eukaryote (protist) nucleic acid sequences by pyrosequencing methods, and for later metagenomics/transcriptomics analysis. This sample has replicate sample(s): TARA_N000001074.	ERC000030	marine biome (ENVO:00000447)	deep chlorophyll maximum layer (ENVO:xxxxxxxx)	particulate matter, including plankton (ENVO:xxxxxxxx)	water	2011-01-09T21:20	2011-01-09T19:25	TARA_20110109T1925Z_086_EVENT_PUMP	GSC	Genoscope	2016-12-14T17:01:22Z	2015-11-04T11:49:44Z	public	2014-05-01Z	-64.2354	-64.3183	-53.0393	-53.1081	(search radius=5 degrees) Marine Province:Scotia Sea (MRGID:21742), Marine Ecoregion:South Shetland Islands (MRGID:21925)	28.966365	321.804765	Tara Oceans expedition (2009-2013)	PROT_NUC-RNA(1L)_W5-20	ERS491189	34.159479	PUMP (High Volume Peristaltic Pump) with ECOTriplet	ERS491189	TARA_20101231Z	SV Tara	TARA_086	5	20	-1.6529	TARA_20110109T1925Z_086_EVENT_PUMP_P_D_(35 m)_PROT_NUC-RNA(1L)_W5-20_TARA_N000001075
TARA_N000001067	SAMEA2621607	2.027744	35	35	This sample (TARA_N000001067) was collected during the Tara Oceans expedition (2009-2013) at station TARA_086 (latitudeN=-64.3183, longitudeE=-53.1081) on date/time=2011-01-09T19:25, using a PUMP (High Volume Peristaltic Pump) with ECOTriplet. The sample material (particulate matter, including plankton (ENVO:xxxxxxxx)) was collected at a depth of 33-37 m, targeting a deep chlorophyll maximum layer (ENVO:xxxxxxxx) in the marine biome (ENVO:00000447). The sample was size-fractionated (0.8-> micrometres), and stored in liquid nitrogen for later detection of unicellular eukaryote (protist) nucleic acid sequences by pyrosequencing methods, and for later metagenomics/transcriptomics analysis. This sample has replicate sample(s): TARA_N000001066.	ERC000030	marine biome (ENVO:00000447)	deep chlorophyll maximum layer (ENVO:xxxxxxxx)	particulate matter, including plankton (ENVO:xxxxxxxx)	water	2011-01-09T21:20	2011-01-09T19:25	TARA_20110109T1925Z_086_EVENT_PUMP	GSC	Genoscope	2016-12-14T17:01:22Z	2015-11-04T11:49:42Z	public	2014-05-01Z	-64.2354	-64.3183	-53.0393	-53.1081	(search radius=5 degrees) Marine Province:Scotia Sea (MRGID:21742), Marine Ecoregion:South Shetland Islands (MRGID:21925)	28.966365	321.804765	Tara Oceans expedition (2009-2013)	PROT_NUC-RNA(100L)_W0.8->	ERS491185	34.159479	PUMP (High Volume Peristaltic Pump) with ECOTriplet	ERS491185	TARA_20101231Z	SV Tara	TARA_086	0.8		-1.6529	TARA_20110109T1925Z_086_EVENT_PUMP_P_D_(35 m)_PROT_NUC-RNA(100L)_W0.8->_TARA_N000001067
TARA_N000001065	SAMEA2621581	0.175382	5	5	This sample (TARA_N000001065) was collected during the Tara Oceans expedition (2009-2013) at station TARA_086 (latitudeN=-64.3595, longitudeE=-53.0063) on date/time=2011-01-09T10:54, using a PUMP (High Volume Peristaltic Pump). The sample material (particulate matter, including plankton (ENVO:xxxxxxxx)) was collected at a depth of 3-7 m, targeting a surface water layer (ENVO:00002042) in the marine biome (ENVO:00000447). The sample was size-fractionated (0.8-> micrometres), and stored in liquid nitrogen for later detection of unicellular eukaryote (protist) nucleic acid sequences by pyrosequencing methods, and for later metagenomics/transcriptomics analysis. This sample has replicate sample(s): TARA_N000001064.	ERC000030	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	particulate matter, including plankton (ENVO:xxxxxxxx)	water	2011-01-09T15:42	2011-01-09T10:54	TARA_20110109T1054Z_086_EVENT_PUMP	GSC	Genoscope	2016-12-14T17:01:22Z	2015-11-04T11:49:20Z	public	2014-05-01Z	-64.3453	-64.3595	-53.0231	-53.0063	(search radius=5 degrees) Marine Province:Scotia Sea (MRGID:21742), Marine Ecoregion:South Shetland Islands (MRGID:21925)	11.992437	396.2905	Tara Oceans expedition (2009-2013)	PROT_NUC-RNA(100L)_W0.8->	ERS491140	33.167617	PUMP (High Volume Peristaltic Pump)	ERS491140	TARA_20101231Z	SV Tara	TARA_086	0.8		-0.56135	TARA_20110109T1054Z_086_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(100L)_W0.8->_TARA_N000001065
TARA_N000001378	SAMEA2621472	0.248632	5	5	This sample (TARA_N000001378) was collected during the Tara Oceans expedition (2009-2013) at station TARA_083 (latitudeN=-54.3739, longitudeE=-65.1342) on date/time=2010-12-16T11:58, using a PUMP (High Volume Peristaltic Pump). The sample material (particulate matter, including plankton (ENVO:xxxxxxxx)) was collected at a depth of 3-7 m, targeting a surface water layer (ENVO:00002042) in the marine biome (ENVO:00000447). The sample was size-fractionated (20-200 micrometres), and stored in liquid nitrogen for later detection of unicellular eukaryote (protist) nucleic acid sequences by pyrosequencing methods, and for later metagenomics/transcriptomics analysis. This sample has replicate sample(s): TARA_N000001379.	ERC000030	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	particulate matter, including plankton (ENVO:xxxxxxxx)	water	2010-12-16T13:07	2010-12-16T11:58	TARA_20101216T1158Z_083_EVENT_PUMP	GSC	Genoscope	2016-12-14T17:01:22Z	2015-11-04T11:49:20Z	public	2014-05-01Z	-54.3793	-54.3739	-65.0211	-65.1342	(search radius=5 degrees) Marine Province:Magellanic (MRGID:21756), Marine Ecoregion:Patagonian Shelf (MRGID:8586)	11.003731	293.312667	Tara Oceans expedition (2009-2013)	PROT_NUC-RNA(1L)_W20-200	ERS490979	32.945667	PUMP (High Volume Peristaltic Pump)	ERS490979	TARA_20101126Z	SV Tara	TARA_083	20	200	7.3549	TARA_20101216T1158Z_083_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(1L)_W20-200_TARA_N000001378
TARA_N000000648	SAMEA2621124	0.171274	5	5	This sample (TARA_N000000648) was collected during the Tara Oceans expedition (2009-2013) at station TARA_071 (latitudeN=-9.3, longitudeE=-9.5587) on date/time=2010-09-28T08:14, using a PUMP (High Volume Peristaltic Pump). The sample material (particulate matter, including plankton (ENVO:xxxxxxxx)) was collected at a depth of 3-7 m, targeting a surface water layer (ENVO:00002042) in the marine biome (ENVO:00000447). The sample was size-fractionated (0.8-> micrometres), and stored in liquid nitrogen for later detection of unicellular eukaryote (protist) nucleic acid sequences by pyrosequencing methods, and for later metagenomics/transcriptomics analysis. This sample has replicate sample(s): TARA_N000000647.	ERC000030	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	particulate matter, including plankton (ENVO:xxxxxxxx)	water	2010-09-28T10:10	2010-09-28T08:14	TARA_20100928T0814Z_071_EVENT_PUMP	GSC	Genoscope	2016-12-14T17:01:22Z	2015-11-04T11:49:00Z	public	2014-05-01Z	-9.2815	-9.3	-9.6137	-9.5587	(search radius=5 degrees) Marine Province:St. Helena and Ascension Islands (MRGID:21768), Marine Ecoregion:St. Helena and Ascension Islands (MRGID:21768)	-3.468951	200.95325	Tara Oceans expedition (2009-2013)	PROT_NUC-RNA(100L)_W0.8->	ERS490405	36.34975	PUMP (High Volume Peristaltic Pump)	ERS490405	TARA_20100905Z	SV Tara	TARA_071	0.8		23.775708	TARA_20100928T0814Z_071_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(100L)_W0.8->_TARA_N000000648
TARA_N000000485	SAMEA2620777	0.089746	5	5	This sample (TARA_N000000485) was collected during the Tara Oceans expedition (2009-2013) at station TARA_062 (latitudeN=-22.3368, longitudeE=40.3412) on date/time=2010-07-03T08:09, using a PUMP (High Volume Peristaltic Pump). The sample material (particulate matter, including plankton (ENVO:xxxxxxxx)) was collected at a depth of 3-7 m, targeting a surface water layer (ENVO:00002042) in the marine biome (ENVO:00000447). The sample was size-fractionated (5-20 micrometres), and stored in liquid nitrogen for later detection of unicellular eukaryote (protist) nucleic acid sequences by pyrosequencing methods, and for later metagenomics/transcriptomics analysis. This sample has replicate sample(s): TARA_N000000486.	ERC000030	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	particulate matter, including plankton (ENVO:xxxxxxxx)	water	2010-07-03T09:57	2010-07-03T08:09	TARA_20100703T0809Z_062_EVENT_PUMP	GSC	Genoscope	2016-12-14T17:01:22Z	2015-11-04T11:48:44Z	public	2014-05-01Z	-22.3407	-22.3368	40.3444	40.3412		-0.166794	199.895917	Tara Oceans expedition (2009-2013)	PROT_NUC-RNA(1L)_W5-20	ERS489898	35.324825	PUMP (High Volume Peristaltic Pump)	ERS489898	TARA_20100624Z	SV Tara	TARA_062	5	20	25.080167	TARA_20100703T0809Z_062_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(1L)_W5-20_TARA_N000000485
TARA_N000000423	SAMEA2620747	0.032278	66	66	This sample (TARA_N000000423) was collected during the Tara Oceans expedition (2009-2013) at station TARA_058 (latitudeN=-17.2855, longitudeE=42.2866) on date/time=2010-06-29T15:00, using a PUMP (High Volume Peristaltic Pump) with ECOTriplet. The sample material (particulate matter, including plankton (ENVO:xxxxxxxx)) was collected at a depth of 64-68 m, targeting a deep chlorophyll maximum layer (ENVO:xxxxxxxx) in the marine biome (ENVO:00000447). The sample was size-fractionated (5-20 micrometres), and stored in liquid nitrogen for later detection of unicellular eukaryote (protist) nucleic acid sequences by pyrosequencing methods, and for later metagenomics/transcriptomics analysis. This sample has replicate sample(s): TARA_N000000424.	ERC000030	marine biome (ENVO:00000447)	deep chlorophyll maximum layer (ENVO:xxxxxxxx)	particulate matter, including plankton (ENVO:xxxxxxxx)	water	2010-06-29T17:00	2010-06-29T15:00	TARA_20100629T1500Z_058_EVENT_PUMP	GSC	Genoscope	2016-12-14T17:01:22Z	2015-11-04T11:48:46Z	public	2014-05-01Z	-17.5656	-17.2855	42.1988	42.2866	(search radius=5 degrees) Marine Ecoregion:Fiji Islands (MRGID:21994), Marine Ecoregion:Western and Northern Madagascar (MRGID:22035)	99999	190.9649	Tara Oceans expedition (2009-2013)	PROT_NUC-RNA(1L)_W5-20	ERS489859	99999	PUMP (High Volume Peristaltic Pump) with ECOTriplet	ERS489859	TARA_20100624Z	SV Tara	TARA_058	5	20	26.34018	TARA_20100629T1500Z_058_EVENT_PUMP_P_D_(66 m)_PROT_NUC-RNA(1L)_W5-20_TARA_N000000423
TARA_N000000457	SAMEA2620688	0.085544	5	5	This sample (TARA_N000000457) was collected during the Tara Oceans expedition (2009-2013) at station TARA_057 (latitudeN=-17.0248, longitudeE=42.7401) on date/time=2010-06-27T12:05, using a PUMP (High Volume Peristaltic Pump). The sample material (particulate matter, including plankton (ENVO:xxxxxxxx)) was collected at a depth of 3-7 m, targeting a surface water layer (ENVO:00002042) in the marine biome (ENVO:00000447). The sample was size-fractionated (5-20 micrometres), and stored in liquid nitrogen for later detection of unicellular eukaryote (protist) nucleic acid sequences by pyrosequencing methods, and for later metagenomics/transcriptomics analysis. This sample has replicate sample(s): TARA_N000000468,TARA_N000000458.	ERC000030	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	particulate matter, including plankton (ENVO:xxxxxxxx)	water	2010-06-27T14:20	2010-06-27T12:05	TARA_20100627T1205Z_057_EVENT_PUMP	GSC	Genoscope	2016-12-14T17:01:22Z	2015-11-04T11:48:36Z	public	2014-05-01Z	-17.0283	-17.0248	42.7449	42.7401	(search radius=5 degrees) Marine Province:Western Indian Ocean (MRGID:21773), Marine Ecoregion:Fiji Islands (MRGID:21994), Marine Ecoregion:Western and Northern Madagascar (MRGID:22035)	99999	190.05375	Tara Oceans expedition (2009-2013)	PROT_NUC-RNA(1L)_W5-20	ERS489749	35.05375	PUMP (High Volume Peristaltic Pump)	ERS489749	TARA_20100624Z	SV Tara	TARA_057	5	20	26.965433	TARA_20100627T1205Z_057_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(1L)_W5-20_TARA_N000000457
TARA_N000000149	SAMEA2620484	0.196843	120	120	This sample (TARA_N000000149) was collected during the Tara Oceans expedition (2009-2013) at station TARA_050 (latitudeN=-21.4612, longitudeE=56.7654) on date/time=2010-05-09T13:13:11, using a ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles. The sample material (particulate matter, including plankton (ENVO:xxxxxxxx)) was collected at a depth of 112-130 m, targeting a deep chlorophyll maximum layer (ENVO:xxxxxxxx) in the marine biome (ENVO:00000447). The sample was size-fractionated (5-20 micrometres), and stored in liquid nitrogen for later detection of unicellular eukaryote (protist) nucleic acid sequences by pyrosequencing methods, and for later metagenomics/transcriptomics analysis. This sample has replicate sample(s): TARA_N000000148.	ERC000030	marine biome (ENVO:00000447)	deep chlorophyll maximum layer (ENVO:xxxxxxxx)	particulate matter, including plankton (ENVO:xxxxxxxx)	water	2010-05-09T14:27	2010-05-09T13:13	TARA_20100509T1310Z_050_Combined-EVENTS_CAST	GSC	Genoscope	2016-12-14T17:01:22Z	2015-11-04T11:48:20Z	public	2014-05-01Z	-21.4552	-21.4612	56.732	56.7654	(search radius=5 degrees) Marine Ecoregion:Mascarene Islands (MRGID:22030)	0.269786	193.34235	Tara Oceans expedition (2009-2013)	PROT_NUC-RNA(1L)_W5-20	ERS489430	35.179957	ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles	ERS489430	TARA_20100508Z	SV Tara	TARA_050	5	20	23.357985	TARA_20100509T1310Z_050_Combined-EVENTS_CAST_MB_D_(120 m)_PROT_NUC-RNA(1L)_W5-20_TARA_N000000149
TARA_N000000147	SAMEA2620459	0.044622	5	5	This sample (TARA_N000000147) was collected during the Tara Oceans expedition (2009-2013) at station TARA_050 (latitudeN=-21.4966, longitudeE=56.9011) on date/time=2010-05-09T05:30, using a PUMP (High Volume Peristaltic Pump). The sample material (particulate matter, including plankton (ENVO:xxxxxxxx)) was collected at a depth of 3-7 m, targeting a surface water layer (ENVO:00002042) in the marine biome (ENVO:00000447). The sample was size-fractionated (5-20 micrometres), and stored in liquid nitrogen for later detection of unicellular eukaryote (protist) nucleic acid sequences by pyrosequencing methods, and for later metagenomics/transcriptomics analysis. This sample has replicate sample(s): TARA_N000000146.	ERC000030	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	particulate matter, including plankton (ENVO:xxxxxxxx)	water	2010-05-09T08:05	2010-05-09T05:30	TARA_20100509T0530Z_050_EVENT_PUMP	GSC	Genoscope	2016-12-14T17:01:22Z	2015-11-04T11:48:28Z	public	2014-05-01Z	-21.4757	-21.4966	56.8133	56.9011	(search radius=5 degrees) Marine Ecoregion:Mascarene Islands (MRGID:22030)	0.244232	194.507583	Tara Oceans expedition (2009-2013)	PROT_NUC-RNA(100L)_W5-20	ERS489379	34.946567	PUMP (High Volume Peristaltic Pump)	ERS489379	TARA_20100508Z	SV Tara	TARA_050	5	20	27.494342	TARA_20100509T0530Z_050_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(100L)_W5-20_TARA_N000000147
TARA_N000000119	SAMEA2620431	0.118772	5	5	This sample (TARA_N000000119) was collected during the Tara Oceans expedition (2009-2013) at station TARA_049 (latitudeN=-16.8084, longitudeE=59.5043) on date/time=2010-04-23T10:10, using a PUMP (High Volume Peristaltic Pump). The sample material (particulate matter, including plankton (ENVO:xxxxxxxx)) was collected at a depth of 3-7 m, targeting a surface water layer (ENVO:00002042) in the marine biome (ENVO:00000447). The sample was size-fractionated (0.8-20 micrometres), and stored in liquid nitrogen for later detection of unicellular eukaryote (protist) nucleic acid sequences by pyrosequencing methods, and for later metagenomics/transcriptomics analysis.	ERC000030	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	particulate matter, including plankton (ENVO:xxxxxxxx)	water	2010-04-23T11:48	2010-04-23T10:10	TARA_20100423T1010Z_049_EVENT_PUMP	GSC	Genoscope	2016-12-14T17:01:22Z	2015-11-04T11:48:26Z	public	2014-05-01Z	-16.8083	-16.8084	59.5043	59.5043	(search radius=5 degrees) Marine Ecoregion:Cargados Carajos/Tromelin Island (MRGID:22029), Marine Ecoregion:Mascarene Islands (MRGID:22030)	-2.201764	192.600167	Tara Oceans expedition (2009-2013)	PROT_NUC-RNA(100L)_W0.8-20	ERS489344	34.486167	PUMP (High Volume Peristaltic Pump)	ERS489344	TARA_20100410Z	SV Tara	TARA_049	0.8	20	28.272783	TARA_20100423T1010Z_049_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(100L)_W0.8-20_TARA_N000000119
TARA_A100000687	SAMEA2619734	0.105593	5	5	This sample (TARA_A100000687) was collected during the Tara Oceans expedition (2009-2013) at station TARA_021 (latitudeN=37.5057, longitudeE=17.2174) on date/time=2009-11-15T07:58, using a PUMP (High Volume Peristaltic Pump). The sample material (particulate matter, including plankton (ENVO:xxxxxxxx)) was collected at a depth of 3-7 m, targeting a surface water layer (ENVO:00002042) in the marine biome (ENVO:00000447). The sample was size-fractionated (5-20 micrometres), and stored in liquid nitrogen for later detection of unicellular eukaryote (protist) nucleic acid sequences by pyrosequencing methods, and for later metagenomics/transcriptomics analysis.	ERC000030	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	particulate matter, including plankton (ENVO:xxxxxxxx)	water	2009-11-15T11:52	2009-11-15T07:58	TARA_20091115T0758Z_021_EVENT_PUMP	GSC	Genoscope	2016-12-14T17:01:22Z	2015-11-04T11:48:33Z	public	2014-05-01Z	37.5151	37.5057	17.3515	17.2174	(search radius=5 degrees) Marine Province:Mediterranean Sea (MRGID:8552), Marine Ecoregion:Ionian Sea (MRGID:3351)	99999	210.88	Tara Oceans expedition (2009-2013)	PROT_NUC-RNA(1L)_W5-20	ERS488428	38.25218	PUMP (High Volume Peristaltic Pump)	ERS488428	TARA_20091111Z	SV Tara	TARA_021	5	20	19.53505	TARA_20091115T0758Z_021_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(1L)_W5-20_TARA_A100000687
TARA_X000001237	SAMEA2619609	99999	70	70	This sample (TARA_X000001237) was collected during the Tara Oceans expedition (2009-2013) at station TARA_010 (latitudeN=40.7003, longitudeE=2.873) on date/time=2009-09-30T15:39, using a PUMP (High Volume Peristaltic Pump). The sample material (particulate matter, including plankton (ENVO:xxxxxxxx)) was collected at a depth of 68-72 m, targeting a deep chlorophyll maximum layer (ENVO:xxxxxxxx) in the marine biome (ENVO:00000447). The sample was size-fractionated (5-20 micrometres), and stored in liquid nitrogen for later detection of unicellular eukaryote (protist) nucleic acid sequences by pyrosequencing methods, and for later metagenomics/transcriptomics analysis. This sample has replicate sample(s): TARA_X000001236.	ERC000030	marine biome (ENVO:00000447)	deep chlorophyll maximum layer (ENVO:xxxxxxxx)	particulate matter, including plankton (ENVO:xxxxxxxx)	water	2009-09-30T17:04	2009-09-30T15:39	TARA_20090930T1539Z_010_EVENT_PUMP	GSC	Genoscope	2016-12-14T17:01:22Z	2015-11-04T11:48:15Z	public	2014-05-01Z	40.7067	40.7003	2.8833	2.873	(search radius=5 degrees) Marine Ecoregion:Western Mediterranean (MRGID:21896)	99999	99999	Tara Oceans expedition (2009-2013)	PROT_NUC-RNA(1L)_W5-20	ERS488232	99999	PUMP (High Volume Peristaltic Pump)	ERS488232	TARA_20090926Z	SV Tara	TARA_010	5	20	99999	TARA_20090930T1539Z_010_EVENT_PUMP_P_D_(70 m)_PROT_NUC-RNA(1L)_W5-20_TARA_X000001237
TARA_X000000888	SAMEA2619524	0.2476	45	45	This sample (TARA_X000000888) was collected during the Tara Oceans expedition (2009-2013) at station TARA_008 (latitudeN=38.0093, longitudeE=3.9712) on date/time=2009-09-27T14:20, using a PUMP (High Volume Peristaltic Pump). The sample material (particulate matter, including plankton (ENVO:xxxxxxxx)) was collected at a depth of 43-47 m, targeting a deep chlorophyll maximum layer (ENVO:xxxxxxxx) in the marine biome (ENVO:00000447). The sample was size-fractionated (5-20 micrometres), and stored in liquid nitrogen for later detection of unicellular eukaryote (protist) nucleic acid sequences by pyrosequencing methods, and for later metagenomics/transcriptomics analysis. This sample has replicate sample(s): TARA_X000000887.	ERC000030	marine biome (ENVO:00000447)	deep chlorophyll maximum layer (ENVO:xxxxxxxx)	particulate matter, including plankton (ENVO:xxxxxxxx)	water	2009-09-27T16:50	2009-09-27T14:20	TARA_20090927T1420Z_008_EVENT_PUMP	GSC	Genoscope	2016-12-14T17:01:22Z	2015-11-04T11:48:07Z	public	2014-05-01Z	38.0208	38.0093	3.9265	3.9712	(search radius=5 degrees) Marine Ecoregion:Western Mediterranean (MRGID:21896)	99999	99999	Tara Oceans expedition (2009-2013)	PROT_NUC-RNA(100L)_W5-20	ERS488100	37.4766	PUMP (High Volume Peristaltic Pump)	ERS488100	TARA_20090926Z	SV Tara	TARA_008	5	20	16.715067	TARA_20090927T1420Z_008_EVENT_PUMP_P_D_(45 m)_PROT_NUC-RNA(100L)_W5-20_TARA_X000000888
