SampleID_Tara	BioSample	Chlorophyll Sensor	Depth	Description	ENA checklist	Environment (Biome)	Environment (Feature)	Environment (Material)	Environmental Package	Event Date/Time End	Event Date/Time Start	Event Label	INSDC center alias	INSDC center name	INSDC first public	INSDC last update	INSDC status	Last Update Date	Latitude End	Latitude Start	Longitude End	Longitude Start	Marine Region	Nitrate Sensor	Oxygen Sensor	Project Name	Protocol Label	SRA accession	Salinity Sensor	Sample Collection Device	Sample Name	Sample Status	Sampling Campaign	Sampling Platform	Sampling Station	Size Fraction Upper Threshold	Temperature	Title
TARA_R100001594	SAMEA2622752	0.051638	150	This sample (TARA_R100001594) was collected during the Tara Oceans expedition (2009-2013) at station TARA_123 (latitudeN=-8.9109, longitudeE=-140.2845) on date/time=2011-08-01T17:52:45, using a ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles. The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 150-150 m, targeting a marine epipelagic mixed layer (ENVO:xxxxxxxxx) in the marine biome (ENVO:00000447). The sample was size-fractionated (<-0.22 micrometres), and stored in liquid nitrogen for later detection of virus nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis. This sample has replicate sample(s): TARA_R100001595,TARA_R100001596.	ERC000030	marine biome (ENVO:00000447)	marine epipelagic mixed layer (ENVO:xxxxxxxxx)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)	water	2011-08-02T00:37	2011-08-01T17:52	TARA_20110801T1755Z_123_Combined-EVENTS_CAST	GSC	Genoscope	2014-09-15T17:02:29Z	2015-11-04T11:49:00Z	public	2014-05-01Z	-8.896	-8.9109	-140.2861	-140.2845	(search radius=5 degrees) Marine Province:Marquesas (MRGID:21741), Marine Ecoregion:Marquesas (MRGID:21741)	5.023264	161.3185	Tara Oceans expedition (2009-2013)	VIRUS_NUC-Fe_W<-0.22	ERS492797	35.88072	ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles	ERS492797	This version can be used to provide data discovery services	TARA_20110726Z	SV Tara	TARA_123	0.22	22.1151	TARA_20110801T1755Z_123_Combined-EVENTS_CAST_MB_X_(150 m)_VIRUS_NUC-Fe_W<-0.22_TARA_R100001594
TARA_R100001591	SAMEA2622725	0.319103	5	This sample (TARA_R100001591) was collected during the Tara Oceans expedition (2009-2013) at station TARA_123 (latitudeN=-8.9068, longitudeE=-140.283) on date/time=2011-07-31T17:20, using a PUMP (High Volume Peristaltic Pump). The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 3-7 m, targeting a surface water layer (ENVO:00002042) in the marine biome (ENVO:00000447). The sample was size-fractionated (<-0.22 micrometres), and stored in liquid nitrogen for later detection of virus nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis. This sample has replicate sample(s): TARA_R100001592,TARA_R100001593.	ERC000030	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)	water	2011-07-31T19:33	2011-07-31T17:20	TARA_20110731T1720Z_123_EVENT_PUMP	GSC	Genoscope	2014-09-15T17:02:29Z	2015-11-04T11:49:00Z	public	2014-05-01Z	-8.8951	-8.9068	-140.3174	-140.283	(search radius=5 degrees) Marine Province:Marquesas (MRGID:21741), Marine Ecoregion:Marquesas (MRGID:21741)	3.868407	189.758333	Tara Oceans expedition (2009-2013)	VIRUS_NUC-Fe_W<-0.22	ERS492748	35.359483	PUMP (High Volume Peristaltic Pump)	ERS492748	This version can be used to provide data discovery services	TARA_20110726Z	SV Tara	TARA_123	0.22	26.576175	TARA_20110731T1720Z_123_EVENT_PUMP_P_S_(5 m)_VIRUS_NUC-Fe_W<-0.22_TARA_R100001591
TARA_R100000664	SAMEA2622705	0.295808	115	This sample (TARA_R100000664) was collected during the Tara Oceans expedition (2009-2013) at station TARA_122 (latitudeN=-9.0063, longitudeE=-139.1394) on date/time=2011-07-28T17:15:56, using a ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles. The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 115-115 m, targeting a deep chlorophyll maximum layer (ENVO:xxxxxxxx) in the marine biome (ENVO:00000447). The sample was size-fractionated (<-0.22 micrometres), and stored in liquid nitrogen for later detection of virus nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis.	ERC000030	marine biome (ENVO:00000447)	deep chlorophyll maximum layer (ENVO:xxxxxxxx)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)	water	2011-07-28T20:03	2011-07-28T17:15	TARA_20110728T1718Z_122_Combined-EVENTS_CAST	GSC	Genoscope	2014-09-15T17:02:28Z	2015-11-04T11:48:48Z	public	2014-05-01Z	-8.9632	-9.0063	-139.2276	-139.1394	(search radius=5 degrees) Marine Province:Marquesas (MRGID:21741), Marine Ecoregion:Marquesas (MRGID:21741)	2.333576	179.916875	Tara Oceans expedition (2009-2013)	VIRUS_NUC-Fe_W<-0.22	ERS492714	36.097575	ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles	ERS492714	This version can be used to provide data discovery services	TARA_20110726Z	SV Tara	TARA_122	0.22	24.69625	TARA_20110728T1718Z_122_Combined-EVENTS_CAST_MB_D_(115 m)_VIRUS_NUC-Fe_W<-0.22_TARA_R100000664
TARA_R100000687	SAMEA2622685	0	600	This sample (TARA_R100000687) was collected during the Tara Oceans expedition (2009-2013) at station TARA_122 (latitudeN=-8.9729, longitudeE=-139.2393) on date/time=2011-07-27T19:28:43, using a ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles. The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 600-600 m, targeting a mesopelagic zone (ENVO:00000213) in the marine biome (ENVO:00000447). The sample was size-fractionated (<-0.22 micrometres), and stored in liquid nitrogen for later detection of virus nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis.	ERC000030	marine biome (ENVO:00000447)	mesopelagic zone (ENVO:00000213)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)	water	2011-07-28T03:26	2011-07-27T19:28	TARA_20110727T1932Z_122_Combined-EVENTS_CAST	GSC	Genoscope	2014-09-15T17:02:29Z	2015-11-04T11:48:55Z	public	2014-05-01Z	-8.978	-8.9729	-139.2432	-139.2393	(search radius=5 degrees) Marine Province:Marquesas (MRGID:21741), Marine Ecoregion:Marquesas (MRGID:21741)	42.53205	38.115125	Tara Oceans expedition (2009-2013)	VIRUS_NUC-Fe_W<-0.22	ERS492692	34.580675	ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles	ERS492692	This version can be used to provide data discovery services	TARA_20110726Z	SV Tara	TARA_122	0.22	7.212238	TARA_20110727T1932Z_122_Combined-EVENTS_CAST_MB_M_(600 m)_VIRUS_NUC-Fe_W<-0.22_TARA_R100000687
TARA_R100000657	SAMEA2622667	0.166512	5	This sample (TARA_R100000657) was collected during the Tara Oceans expedition (2009-2013) at station TARA_122 (latitudeN=-8.9971, longitudeE=-139.1963) on date/time=2011-07-26T17:10, using a PUMP (High Volume Peristaltic Pump). The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 3-7 m, targeting a surface water layer (ENVO:00002042) in the marine biome (ENVO:00000447). The sample was size-fractionated (<-0.22 micrometres), and stored in liquid nitrogen for later detection of virus nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis.	ERC000030	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)	water	2011-07-26T19:41	2011-07-26T17:10	TARA_20110726T1710Z_122_EVENT_PUMP	GSC	Genoscope	2014-09-15T17:02:29Z	2015-11-04T11:48:57Z	public	2014-05-01Z	-8.9721	-8.9971	-139.2742	-139.1963	(search radius=5 degrees) Marine Province:Marquesas (MRGID:21741), Marine Ecoregion:Marquesas (MRGID:21741)	3.986359	186.2407	Tara Oceans expedition (2009-2013)	VIRUS_NUC-Fe_W<-0.22	ERS492657	35.3662	PUMP (High Volume Peristaltic Pump)	ERS492657	This version can be used to provide data discovery services	TARA_20110726Z	SV Tara	TARA_122	0.22	26.54413	TARA_20110726T1710Z_122_EVENT_PUMP_P_S_(5 m)_VIRUS_NUC-Fe_W<-0.22_TARA_R100000657
TARA_R100000656	SAMEA2622517	0	350	This sample (TARA_R100000656) was collected during the Tara Oceans expedition (2009-2013) at station TARA_111 (latitudeN=-16.9486, longitudeE=-100.6715) on date/time=2011-06-01T16:00:59, using a ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles. The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 346-355 m, targeting a mesopelagic zone (ENVO:00000213) in the marine biome (ENVO:00000447). The sample was size-fractionated (<-0.22 micrometres), and stored in liquid nitrogen for later detection of virus nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis.	ERC000030	marine biome (ENVO:00000447)	mesopelagic zone (ENVO:00000213)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)	water	2011-06-01T21:46	2011-06-01T16:00	TARA_20110601T1603Z_111_Combined-EVENTS_CAST	GSC	Genoscope	2014-09-15T17:02:29Z	2015-11-04T11:48:56Z	public	2014-05-01Z	-16.9727	-16.9486	-100.6633	-100.6715		30.409013	3.171063	Tara Oceans expedition (2009-2013)	VIRUS_NUC-Fe_W<-0.22	ERS492399	34.698369	ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles	ERS492399	This version can be used to provide data discovery services	TARA_20110520Z	SV Tara	TARA_111	0.22	10.893125	TARA_20110601T1603Z_111_Combined-EVENTS_CAST_MB_M_(350 m)_VIRUS_NUC-Fe_W<-0.22_TARA_R100000656
TARA_R100000655	SAMEA2622497	0.378549	90	This sample (TARA_R100000655) was collected during the Tara Oceans expedition (2009-2013) at station TARA_111 (latitudeN=-16.9587, longitudeE=-100.6751) on date/time=2011-05-31T20:28:10, using a ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles. The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 86-95 m, targeting a deep chlorophyll maximum layer (ENVO:xxxxxxxx) in the marine biome (ENVO:00000447). The sample was size-fractionated (<-0.22 micrometres), and stored in liquid nitrogen for later detection of virus nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis.	ERC000030	marine biome (ENVO:00000447)	deep chlorophyll maximum layer (ENVO:xxxxxxxx)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)	water	2011-05-31T23:10	2011-05-31T20:28	TARA_20110531T2030Z_111_Combined-EVENTS_CAST	GSC	Genoscope	2014-09-15T17:02:28Z	2015-11-04T11:48:49Z	public	2014-05-01Z	-16.9687	-16.9587	-100.7324	-100.6751		1.411516	211.54555	Tara Oceans expedition (2009-2013)	VIRUS_NUC-Fe_W<-0.22	ERS492376	35.687249	ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles	ERS492376	This version can be used to provide data discovery services	TARA_20110520Z	SV Tara	TARA_111	0.22	19.881449	TARA_20110531T2030Z_111_Combined-EVENTS_CAST_MB_D_(90 m)_VIRUS_NUC-Fe_W<-0.22_TARA_R100000655
TARA_R100000654	SAMEA2622473	0.203347	5	This sample (TARA_R100000654) was collected during the Tara Oceans expedition (2009-2013) at station TARA_111 (latitudeN=-16.9601, longitudeE=-100.6335) on date/time=2011-05-31T14:25, using a PUMP (High Volume Peristaltic Pump). The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 3-7 m, targeting a surface water layer (ENVO:00002042) in the marine biome (ENVO:00000447). The sample was size-fractionated (<-0.22 micrometres), and stored in liquid nitrogen for later detection of virus nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis.	ERC000030	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)	water	2011-05-31T16:50	2011-05-31T14:25	TARA_20110531T1425Z_111_EVENT_PUMP	GSC	Genoscope	2014-09-15T17:02:29Z	2015-11-04T11:49:02Z	public	2014-05-01Z	-16.9554	-16.9601	-100.6925	-100.6335		2.568726	208.8654	Tara Oceans expedition (2009-2013)	VIRUS_NUC-Fe_W<-0.22	ERS492342	35.97144	PUMP (High Volume Peristaltic Pump)	ERS492342	This version can be used to provide data discovery services	TARA_20110520Z	SV Tara	TARA_111	0.22	22.76873	TARA_20110531T1425Z_111_EVENT_PUMP_P_S_(5 m)_VIRUS_NUC-Fe_W<-0.22_TARA_R100000654
TARA_R100001463	SAMEA2622242	0.728939	40	This sample (TARA_R100001463) was collected during the Tara Oceans expedition (2009-2013) at station TARA_102 (latitudeN=-5.2669, longitudeE=-85.2732) on date/time=2011-04-22T21:13, using a PUMP (High Volume Peristaltic Pump) with ECOTriplet. The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 38-42 m, targeting a deep chlorophyll maximum layer (ENVO:xxxxxxxx) in the marine biome (ENVO:00000447). The sample was size-fractionated (<-0.22 micrometres), and stored in liquid nitrogen for later detection of virus nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis. This sample has replicate sample(s): TARA_R100001464,TARA_R100001465.	ERC000030	marine biome (ENVO:00000447)	deep chlorophyll maximum layer (ENVO:xxxxxxxx)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)	water	2011-04-22T23:45	2011-04-22T21:13	TARA_20110422T2113Z_102_EVENT_PUMP	GSC	Genoscope	2014-09-15T17:02:29Z	2015-11-04T11:49:17Z	public	2014-05-01Z	-5.2476	-5.2669	-85.3343	-85.2732	(search radius=5 degrees) Marine Ecoregion:Eastern Galapagos Islands (MRGID:21870), Marine Ecoregion:Guayaquil (MRGID:21974)	20.328327	103.916711	Tara Oceans expedition (2009-2013)	VIRUS_NUC-Fe_W<-0.22	ERS492035	34.900284	PUMP (High Volume Peristaltic Pump) with ECOTriplet	ERS492035	This version can be used to provide data discovery services	TARA_20110401Z	SV Tara	TARA_102	0.22	19.566255	TARA_20110422T2113Z_102_EVENT_PUMP_P_D_(40 m)_VIRUS_NUC-Fe_W<-0.22_TARA_R100001463
TARA_R100001480	SAMEA2622212	0.010087	480	This sample (TARA_R100001480) was collected during the Tara Oceans expedition (2009-2013) at station TARA_102 (latitudeN=-5.261, longitudeE=-85.1678) on date/time=2011-04-22T12:08:28, using a ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles. The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 480-480 m, targeting a mesopelagic zone (ENVO:00000213) & marine oxygen minimum zone (ENVO:01000065) in the marine biome (ENVO:00000447). The sample was size-fractionated (<-0.22 micrometres), and stored in liquid nitrogen for later detection of virus nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis. This sample has replicate sample(s): TARA_R100001481,TARA_R100001482.	ERC000030	marine biome (ENVO:00000447)	mesopelagic zone (ENVO:00000213) & marine oxygen minimum zone (ENVO:01000065)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)	water	2011-04-22T17:13	2011-04-22T12:08	TARA_20110422T1210Z_102_Combined-EVENTS_CAST	GSC	Genoscope	2014-09-15T17:02:29Z	2015-11-04T11:49:19Z	public	2014-05-01Z	-5.2771	-5.261	-85.2995	-85.1678	(search radius=5 degrees) Marine Ecoregion:Eastern Galapagos Islands (MRGID:21870), Marine Ecoregion:Guayaquil (MRGID:21974)	40.008967	4.42525	Tara Oceans expedition (2009-2013)	VIRUS_NUC-Fe_W<-0.22	ERS491995	34.69255	ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles	ERS491995	This version can be used to provide data discovery services	TARA_20110401Z	SV Tara	TARA_102	0.22	9.195825	TARA_20110422T1210Z_102_Combined-EVENTS_CAST_MB_M_(480 m)_VIRUS_NUC-Fe_W<-0.22_TARA_R100001480
TARA_R100001460	SAMEA2622190	0.238224	5	This sample (TARA_R100001460) was collected during the Tara Oceans expedition (2009-2013) at station TARA_102 (latitudeN=-5.2529, longitudeE=-85.1545) on date/time=2011-04-21T20:07, using a PUMP (High Volume Peristaltic Pump). The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 3-7 m, targeting a surface water layer (ENVO:00002042) in the marine biome (ENVO:00000447). The sample was size-fractionated (<-0.22 micrometres), and stored in liquid nitrogen for later detection of virus nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis. This sample has replicate sample(s): TARA_R100001461,TARA_R100001462.	ERC000030	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)	water	2011-04-21T23:14	2011-04-21T20:07	TARA_20110421T2007Z_102_EVENT_PUMP	GSC	Genoscope	2014-09-15T17:02:29Z	2015-11-04T11:49:17Z	public	2014-05-01Z	-5.254	-5.2529	-85.2248	-85.1545	(search radius=5 degrees) Marine Ecoregion:Eastern Galapagos Islands (MRGID:21870), Marine Ecoregion:Guayaquil (MRGID:21974)	11.688971	205.992583	Tara Oceans expedition (2009-2013)	VIRUS_NUC-Fe_W<-0.22	ERS491955	34.748175	PUMP (High Volume Peristaltic Pump)	ERS491955	This version can be used to provide data discovery services	TARA_20110401Z	SV Tara	TARA_102	0.22	24.943108	TARA_20110421T2007Z_102_EVENT_PUMP_P_S_(5 m)_VIRUS_NUC-Fe_W<-0.22_TARA_R100001460
TARA_R100001530	SAMEA2622166	0.121464	177	This sample (TARA_R100001530) was collected during the Tara Oceans expedition (2009-2013) at station TARA_100 (latitudeN=-12.9794, longitudeE=-96.0232) on date/time=2011-04-16T13:03:08, using a ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles. The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 174-180 m, targeting a mesopelagic zone (ENVO:00000213) & marine oxygen minimum zone (ENVO:01000065) in the marine biome (ENVO:00000447). The sample was size-fractionated (<-0.22 micrometres), and stored in liquid nitrogen for later detection of virus nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis. This sample has replicate sample(s): TARA_R100001531,TARA_R100001532.	ERC000030	marine biome (ENVO:00000447)	mesopelagic zone (ENVO:00000213) & marine oxygen minimum zone (ENVO:01000065)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)	water	2011-04-16T19:52	2011-04-16T13:03	TARA_20110416T1306Z_100_Combined-EVENTS_CAST	GSC	Genoscope	2014-09-15T17:02:29Z	2015-11-04T11:49:26Z	public	2014-05-01Z	-12.9057	-12.9794	-96.155	-96.0232		21.068385	0.70843	Tara Oceans expedition (2009-2013)	VIRUS_NUC-Fe_W<-0.22	ERS491930	34.840218	ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles	ERS491930	This version can be used to provide data discovery services	TARA_20110401Z	SV Tara	TARA_100	0.22	13.014573	TARA_20110416T1306Z_100_Combined-EVENTS_CAST_MB_M_(177 m)_VIRUS_NUC-Fe_W<-0.22_TARA_R100001530
TARA_R100001443	SAMEA2622142	0.366887	50	This sample (TARA_R100001443) was collected during the Tara Oceans expedition (2009-2013) at station TARA_100 (latitudeN=-12.9723, longitudeE=-96.0122) on date/time=2011-04-15T19:38, using a PUMP (High Volume Peristaltic Pump) with ECOTriplet. The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 48-52 m, targeting a deep chlorophyll maximum layer (ENVO:xxxxxxxx) in the marine biome (ENVO:00000447). The sample was size-fractionated (<-0.22 micrometres), and stored in liquid nitrogen for later detection of virus nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis. This sample has replicate sample(s): TARA_R100001444,TARA_R100001445.	ERC000030	marine biome (ENVO:00000447)	deep chlorophyll maximum layer (ENVO:xxxxxxxx)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)	water	2011-04-15T23:26	2011-04-15T19:38	TARA_20110415T1938Z_100_EVENT_PUMP	GSC	Genoscope	2014-09-15T17:02:29Z	2015-11-04T11:49:25Z	public	2014-05-01Z	-12.9226	-12.9723	-96.0932	-96.0122		1.501977	216.790338	Tara Oceans expedition (2009-2013)	VIRUS_NUC-Fe_W<-0.22	ERS491897	35.544655	PUMP (High Volume Peristaltic Pump) with ECOTriplet	ERS491897	This version can be used to provide data discovery services	TARA_20110401Z	SV Tara	TARA_100	0.22	20.649431	TARA_20110415T1938Z_100_EVENT_PUMP_P_D_(50 m)_VIRUS_NUC-Fe_W<-0.22_TARA_R100001443
TARA_R100001440	SAMEA2622112	0.287892	5	This sample (TARA_R100001440) was collected during the Tara Oceans expedition (2009-2013) at station TARA_100 (latitudeN=-13.0023, longitudeE=-95.9759) on date/time=2011-04-15T12:45, using a PUMP (High Volume Peristaltic Pump). The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 3-7 m, targeting a surface water layer (ENVO:00002042) in the marine biome (ENVO:00000447). The sample was size-fractionated (<-0.22 micrometres), and stored in liquid nitrogen for later detection of virus nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis. This sample has replicate sample(s): TARA_R100001441,TARA_R100001442.	ERC000030	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)	water	2011-04-15T16:25	2011-04-15T12:45	TARA_20110415T1245Z_100_EVENT_PUMP	GSC	Genoscope	2014-09-15T17:02:29Z	2015-11-04T11:49:25Z	public	2014-05-01Z	-12.9488	-13.0023	-96.0293	-95.9759		4.590737	200.233917	Tara Oceans expedition (2009-2013)	VIRUS_NUC-Fe_W<-0.22	ERS491851	35.835267	PUMP (High Volume Peristaltic Pump)	ERS491851	This version can be used to provide data discovery services	TARA_20110401Z	SV Tara	TARA_100	0.22	25.2512	TARA_20110415T1245Z_100_EVENT_PUMP_P_S_(5 m)_VIRUS_NUC-Fe_W<-0.22_TARA_R100001440
TARA_R100001244	SAMEA2621564	0.010087	790	This sample (TARA_R100001244) was collected during the Tara Oceans expedition (2009-2013) at station TARA_085 (latitudeN=-61.9689, longitudeE=-49.5017) on date/time=2011-01-07T10:39:47, using a ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles. The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 782-800 m, targeting a mesopelagic zone (ENVO:00000213) in the marine biome (ENVO:00000447). The sample was size-fractionated (<-0.22 micrometres), and stored in liquid nitrogen for later detection of virus nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis. This sample has replicate sample(s): TARA_R100001245,TARA_R100001246.	ERC000030	marine biome (ENVO:00000447)	mesopelagic zone (ENVO:00000213)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)	water	2011-01-07T12:55	2011-01-07T10:39	TARA_20110107T1041Z_085_Combined-EVENTS_CAST	GSC	Genoscope	2014-09-15T17:02:29Z	2015-11-04T11:49:13Z	public	2014-05-01Z	-61.9898	-61.9689	-49.3613	-49.5017	(search radius=5 degrees) Marine Province:Scotia Sea (MRGID:21742), Marine Ecoregion:South Orkney Islands (MRGID:21928)	38.821249	203.8394	Tara Oceans expedition (2009-2013)	VIRUS_NUC-Fe_W<-0.22	ERS491123	34.67996	ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles	ERS491123	This version can be used to provide data discovery services	TARA_20101231Z	SV Tara	TARA_085	0.22	0.45883	TARA_20110107T1041Z_085_Combined-EVENTS_CAST_MB_M_(790 m)_VIRUS_NUC-Fe_W<-0.22_TARA_R100001244
TARA_R100001369	SAMEA2621528	0.065273	5	This sample (TARA_R100001369) was collected during the Tara Oceans expedition (2009-2013) at station TARA_085 (latitudeN=-62.0385, longitudeE=-49.529) on date/time=2011-01-06T10:38, using a PUMP (High Volume Peristaltic Pump). The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 3-7 m, targeting a surface water layer (ENVO:00002042) in the marine biome (ENVO:00000447). The sample was size-fractionated (<-0.22 micrometres), and stored in liquid nitrogen for later detection of virus nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis. This sample has replicate sample(s): TARA_R100001370,TARA_R100001371.	ERC000030	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)	water	2011-01-06T12:30	2011-01-06T10:38	TARA_20110106T1038Z_085_EVENT_PUMP	GSC	Genoscope	2014-09-15T17:02:29Z	2015-11-04T11:49:22Z	public	2014-05-01Z	-62.1363	-62.0385	-49.3331	-49.529	(search radius=5 degrees) Marine Province:Scotia Sea (MRGID:21742), Marine Ecoregion:South Orkney Islands (MRGID:21928)	27.501159	343.4373	Tara Oceans expedition (2009-2013)	VIRUS_NUC-Fe_W<-0.22	ERS491063	34.35388	PUMP (High Volume Peristaltic Pump)	ERS491063	This version can be used to provide data discovery services	TARA_20101231Z	SV Tara	TARA_085	0.22	0.67108	TARA_20110106T1038Z_085_EVENT_PUMP_P_S_(5 m)_VIRUS_NUC-Fe_W<-0.22_TARA_R100001369
TARA_R100000935	SAMEA2621502	0.109555	5	This sample (TARA_R100000935) was collected during the Tara Oceans expedition (2009-2013) at station TARA_084 (latitudeN=-60.2287, longitudeE=-60.6476) on date/time=2011-01-03T11:05, using a PUMP (High Volume Peristaltic Pump). The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 3-7 m, targeting a surface water layer (ENVO:00002042) in the marine biome (ENVO:00000447). The sample was size-fractionated (<-0.22 micrometres), and stored in liquid nitrogen for later detection of virus nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis. This sample has replicate sample(s): TARA_R100000936,TARA_R100000937.	ERC000030	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)	water	2011-01-03T16:00	2011-01-03T11:05	TARA_20110103T1105Z_084_EVENT_PUMP	GSC	Genoscope	2014-09-15T17:02:29Z	2015-11-04T11:49:39Z	public	2014-05-01Z	-60.3606	-60.2287	-60.5096	-60.6476	(search radius=5 degrees) Marine Ecoregion:South Shetland Islands (MRGID:21925)	24.423039	338.2982	Tara Oceans expedition (2009-2013)	VIRUS_NUC-Fe_W<-0.22	ERS491016	33.71972	PUMP (High Volume Peristaltic Pump)	ERS491016	This version can be used to provide data discovery services	TARA_20101231Z	SV Tara	TARA_084	0.22	1.84402	TARA_20110103T1105Z_084_EVENT_PUMP_P_S_(5 m)_VIRUS_NUC-Fe_W<-0.22_TARA_R100000935
